Device time,"Ambient air temperature (℃)","Average fuel consumption (L/100km)","Average fuel consumption (total) (L/100km)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Control module voltage (V)","Distance travelled (km)","Distance travelled (total) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Fuel used (L)","Fuel used (total) (L)","Fuel used price (HRK)","Fuel used price (total) (HRK)","Instant engine power (based on acceleration) (kW)","Instant engine power (based on fuel consumption) (kW)","Instant engine torque (based on fuel consumption) (N⋅m)","Intake manifold absolute pressure (kPa)","MAF air flow rate (g/sec)","OBD Module Voltage (V)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
18-09-2020 18:24:45.344,,,16.3060414079338,,,,,2.79452054794521,,,,,,0.0244974044175753,2.26009896221862,0.244974044175753,23.08,,5.91414544875,53.9455319956632,,8.33,,,,,,
18-09-2020 18:24:45.388,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:45.433,,,,,,,,,,,,,768,,,,,,,,,,,,,,,
18-09-2020 18:24:45.477,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.54108491645685,,,
18-09-2020 18:24:45.523,,,16.3070408273856,,,,,2.79452054794521,,,,,,0.024635928956388,2.26023748675744,0.246359289563881,23.08,,5.91414544875,54.0860151519019,,8.33,,,,,,
18-09-2020 18:24:45.566,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:45.611,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:45.655,,,,,,,,,,,,,,,,,,,,,,,,1.83984375,4.5205767910277,,,
18-09-2020 18:24:45.702,,,16.3080772399167,,,,,2.88845401174168,,,,,,0.024779580921163,2.26038113872221,0.24779580921163,23.08,,6.11294025375,55.8313354166085,,8.61,,,,,,
18-09-2020 18:24:45.747,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:45.792,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:45.837,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.5205767910277,,,
18-09-2020 18:24:45.880,,,16.3091243959821,,,,,2.92535644394744,,,,,,0.02492472199357,2.26052627979462,0.2492472199357,23.08,,6.19103821285714,56.5446277390042,,8.72,,,,,,
18-09-2020 18:24:45.925,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:45.968,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:46.010,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56598764019226,,,
18-09-2020 18:24:46.172,,,16.3108034923436,,,,,2.8783897120492,,,,,,0.0251574531543193,2.26075901095537,0.251574531543193,23.08,,6.09164081035714,55.5645455609592,,8.58,,,,,,
18-09-2020 18:24:46.218,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:46.262,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:46.306,,,,,,,,,,,,,,,,,,,,,,,,1.8515625,4.596749828336,,,
18-09-2020 18:24:46.349,,,16.3118316472371,,,,,2.88845401174168,,,,,,0.0252999605691921,2.26090151837024,0.252999605691921,23.08,,6.11294025375,55.7588271887947,,8.61,,,,,,
18-09-2020 18:24:46.396,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:46.440,,,,,,,,,,,,,771,,,,,,,,,,,,,,,
18-09-2020 18:24:46.485,,,,,,,,,,,,,,,,,,,,,,,,1.8515625,4.60212100404364,,,
18-09-2020 18:24:46.529,,,16.3128264817258,,,,,2.76432764886777,,,,,,0.0254378496091697,2.26103940741022,0.254378496091697,23.08,,5.85024711857143,53.2934748072122,,8.24,,,,,,
18-09-2020 18:24:46.579,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:46.624,,,,,,,,,,,,,772,,,,,,,,,,,,,,,
18-09-2020 18:24:46.667,,,,,,,,,,,,,,,,,,,,,,,,1.8515625,4.59186694132906,,,
18-09-2020 18:24:46.712,,,16.3138661290088,,,,,2.83142298015096,,,,,,0.0255819499267543,2.2611835077278,0.255819499267543,23.08,,5.99224340785714,54.516297192465,,8.44,,,,,,
18-09-2020 18:24:46.755,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:46.800,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:46.845,,,,,,,,,,,,,,,,,,,,,,,,1.8515625,4.60212100404364,,,
18-09-2020 18:24:46.888,,,16.3148950115725,,,,,2.90522784456248,,,,,,0.0257245582003541,2.2613261160014,0.257245582003541,23.08,,6.14843932607143,56.1555591995157,,8.66,,,,,,
18-09-2020 18:24:46.933,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:46.979,,,,,,,,,,,,,771,,,,,,,,,,,,,,,
18-09-2020 18:24:47.024,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.5713588158999,,,
18-09-2020 18:24:47.070,,,16.3159259451507,,,,,2.84148727984344,,,,,,0.0258674507548225,2.26146900855587,0.258674507548225,23.08,,6.01354285125,54.7810353904233,,8.47,,,,,,
18-09-2020 18:24:47.114,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:47.159,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:47.205,,,,,,,,,,,,,,,,,,,,,,,,1.83984375,4.50104524299992,,,
18-09-2020 18:24:47.251,,,16.3169553097732,,,,,2.83142298015096,,,,,,0.0260101258441897,2.26161168364524,0.260101258441897,23.08,,5.99224340785714,54.6578979643935,,8.44,,,,,,
18-09-2020 18:24:47.296,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:47.339,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:47.383,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.58649576562142,,,
18-09-2020 18:24:47.443,,,16.3180126899393,,,,,2.74755381604697,,,,,,0.0261566840281428,2.26175824182919,0.261566840281428,23.08,,5.81474804625,53.1078556401886,,8.19,,,,,,
18-09-2020 18:24:47.487,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:47.530,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:47.600,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.5713588158999,,,
18-09-2020 18:24:47.644,,,16.3191242402628,,,,,2.75761811573945,,,,,,0.0263107504670581,2.2619123082681,0.263107504670581,23.08,,5.83604748964286,53.3023899099329,,8.22,,,,,,
18-09-2020 18:24:47.687,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:47.896,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:48.099,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56110475318532,,,
18-09-2020 18:24:48.302,,,16.3228601332303,,,,,2.83142298015096,,,,,,0.0268285639330911,2.26243012173414,0.268285639330911,23.08,,5.99224340785714,54.7289745547243,,8.44,,,,,,
18-09-2020 18:24:48.505,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:48.612,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:48.656,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.53083085374228,,,
18-09-2020 18:24:48.698,,,16.3251815297867,,,,,2.93206597707576,,,,,,0.027150321116019,2.26275187891707,0.27150321116019,23.08,,6.20523784178571,56.6007142427487,,8.74,,,,,,
18-09-2020 18:24:48.796,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:48.841,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:48.884,,,,,,,,,,,,,,,,,,,,,,,,1.83984375,4.51569390402075,,,
18-09-2020 18:24:48.927,,,16.3264889539641,,,,,2.84148727984344,,,,,,0.0273315366515702,2.26293309445262,0.273315366515702,23.08,,6.01354285125,54.9235088244686,,8.47,,,,,,
18-09-2020 18:24:48.971,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:49.014,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:49.057,,,,,,,,,,,,,,,,,,,,,,,,1.8515625,4.59186694132906,,,
18-09-2020 18:24:49.101,,,16.3274869992753,,,,,2.86832541235672,,,,,,0.0274698707276116,2.26307142852866,0.274698707276116,23.08,,6.07034136696429,55.3702639331237,,8.55,,,,,,
18-09-2020 18:24:49.139,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:49.190,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:49.258,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.54108491645685,,,
18-09-2020 18:24:49.305,,,16.3286378699424,,,,,2.81129438076601,,,,,,0.0276293871629858,2.26323094496403,0.276293871629858,23.08,,5.94964452107143,54.2693347087224,,8.38,,,,,,
18-09-2020 18:24:49.351,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:49.397,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:49.443,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56598764019226,,,
18-09-2020 18:24:49.488,,,16.3296838589313,,,,,2.84819681297176,,,,,,0.0277743664727425,2.26337592427379,0.277743664727425,23.08,,6.02774248017857,54.9817006774527,,8.49,,,,,,
18-09-2020 18:24:49.532,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:49.575,,,,,,,,,,,,,771,,,,,,,,,,,,,,,
18-09-2020 18:24:49.618,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.55622186617838,,,
18-09-2020 18:24:49.660,,,16.3306732724445,,,,,2.86832541235672,,,,,,0.0279115041383841,2.26351306193943,0.279115041383841,23.08,,6.07034136696429,55.2984477671923,,8.55,,,,,,
18-09-2020 18:24:49.703,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:49.745,,,,,,,,,,,,,771,,,,,,,,,,,,,,,
18-09-2020 18:24:49.789,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.52594796673533,,,
18-09-2020 18:24:49.833,,,16.3316363824828,,,,,2.77439194856025,,,,,,0.0280449960107166,2.26364655381176,0.280449960107166,23.08,,5.87154656196429,53.4875044485006,,8.27,,,,,,
18-09-2020 18:24:49.878,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:49.923,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:49.970,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56110475318532,,,
18-09-2020 18:24:50.014,,,16.3326606045447,,,,,2.82135868045849,,,,,,0.0281869583154413,2.26378851611649,0.281869583154413,23.08,,5.97094396446429,54.53444028498,,8.41,,,,,,
18-09-2020 18:24:50.060,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:50.106,,,,,,,,,,,,,768,,,,,,,,,,,,,,,
18-09-2020 18:24:50.148,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.54108491645685,,,
18-09-2020 18:24:50.192,,,16.3336579019715,,,,,2.79452054794521,,,,,,0.0283251887309664,2.26392674653201,0.283251887309664,23.08,,5.91414544875,54.0860151519019,,8.33,,,,,,
18-09-2020 18:24:50.235,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:50.278,,,,,,,,,,,,,771,,,,,,,,,,,,,,,
18-09-2020 18:24:50.321,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56598764019226,,,
18-09-2020 18:24:50.365,,,16.3346374046422,,,,,2.84148727984344,,,,,,0.0284609527042214,2.26406251050527,0.284609527042214,23.08,,6.01354285125,54.7810353904233,,8.47,,,,,,
18-09-2020 18:24:50.417,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:50.465,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:50.509,,,,,,,,,,,,,,,,,,,,,,,,1.83203125,4.44733348592355,,,
18-09-2020 18:24:50.555,,,16.3357079415991,,,,,2.80458484763769,,,,,,0.0286093344852297,2.26421089228628,0.286093344852297,23.08,,5.93544489214286,54.1398136234987,,8.36,,,,,,
18-09-2020 18:24:50.600,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:50.648,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:50.692,,,,,,,,,,,,,,,,,,,,,,,,1.8515625,4.59186694132906,,,
18-09-2020 18:24:50.736,,,16.336755031449,,,,,2.89516354487,,,,,,0.0287544663798341,2.26435602418088,0.287544663798341,23.08,,6.12713988267857,55.8883482740185,,8.63,,,,,,
18-09-2020 18:24:50.779,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:50.824,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:50.868,,,,,,,,,,,,,,,,,,,,,,,,1.83984375,4.51081101701381,,,
18-09-2020 18:24:50.912,,,16.3377549962082,,,,,2.83142298015096,,,,,,0.0288930665009785,2.26449462430203,0.288930665009785,23.08,,5.99224340785714,54.7289745547243,,8.44,,,,,,
18-09-2020 18:24:51.022,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:51.064,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:51.107,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56110475318532,,,
18-09-2020 18:24:51.149,,,16.3390898193188,,,,,2.80458484763769,,,,,,0.029078079665828,2.26467963746687,0.29078079665828,23.08,,5.93544489214286,54.1398136234987,,8.36,,,,,,
18-09-2020 18:24:51.194,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:51.238,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:51.283,,,,,,,,,,,,,,,,,,,,,,,,1.8359375,4.47614251926452,,,
18-09-2020 18:24:51.326,,,16.3401029531159,,,,,2.85826111266424,,,,,,0.0292185050815395,2.26482006288259,0.292185050815395,23.08,,6.04904192357143,55.1759823052882,,8.52,,,,,,
18-09-2020 18:24:51.374,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:51.421,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:51.467,,,,,,,,,,,,,,,,,,,,,,,,1.83984375,4.50592813000687,,,
18-09-2020 18:24:51.511,,,16.3411773242665,,,,,2.89516354487,,,,,,0.0293674183009971,2.26496897610204,0.293674183009971,23.08,,6.12713988267857,55.8883482740185,,8.63,,,,,,
18-09-2020 18:24:51.556,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:51.605,,,,,,,,,,,,,771,,,,,,,,,,,,,,,
18-09-2020 18:24:51.650,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56598764019226,,,
18-09-2020 18:24:51.697,,,16.3422377869952,,,,,2.85826111266424,,,,,,0.0295144037435467,2.26511596154459,0.295144037435467,23.08,,6.04904192357143,55.1044181259039,,8.52,,,,,,
18-09-2020 18:24:51.742,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:51.788,,,,,,,,,,,,,771,,,,,,,,,,,,,,,
18-09-2020 18:24:51.993,,,,,,,,,,,,,,,,,,,,,,,,1.83984375,4.51081101701381,,,
18-09-2020 18:24:52.193,,,16.3450434962243,,,,,2.82135868045849,,,,,,0.0299032890872239,2.26550484688827,0.299032890872239,23.08,,5.97094396446429,54.3929761078465,,8.41,,,,,,
18-09-2020 18:24:52.397,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:52.603,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:52.685,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56110475318532,,,
18-09-2020 18:24:52.730,,,16.3481326330957,,,,,2.86832541235672,,,,,,0.0303314589208834,2.26593301672193,0.303314589208834,23.08,,6.07034136696429,55.3702639331237,,8.55,,,,,,
18-09-2020 18:24:52.776,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:52.826,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:52.872,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56598764019226,,,
18-09-2020 18:24:52.916,,,16.3492095031305,,,,,2.88845401174168,,,,,,0.0304807184981828,2.26608227629923,0.304807184981828,23.08,,6.11294025375,55.7588271887947,,8.61,,,,,,
18-09-2020 18:24:52.977,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:53.022,,,,,,,,,,,,,771,,,,,,,,,,,,,,,
18-09-2020 18:24:53.066,,,,,,,,,,,,,,,,,,,,,,,,1.8515625,4.596749828336,,,
18-09-2020 18:24:53.112,,,16.3503371264936,,,,,2.8783897120492,,,,,,0.0306370127408443,2.26623857054189,0.306370127408443,23.08,,6.09164081035714,55.4924774084807,,8.58,,,,,,
18-09-2020 18:24:53.157,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:53.203,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:53.246,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.53083085374228,,,
18-09-2020 18:24:53.292,,,16.3513746863247,,,,,2.8783897120492,,,,,,0.0307808237271457,2.26638238152819,0.307808237271457,23.08,,6.09164081035714,55.5645455609592,,8.58,,,,,,
18-09-2020 18:24:53.339,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:53.389,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:53.439,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56110475318532,,,
18-09-2020 18:24:53.485,,,16.352512312223,,,,,2.93206597707576,,,,,,0.0309385043712608,2.26654006217231,0.309385043712608,23.08,,6.20523784178571,56.6743172521671,,8.74,,,,,,
18-09-2020 18:24:53.533,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:53.583,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:53.627,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56110475318532,,,
18-09-2020 18:24:53.675,,,16.3536063259278,,,,,2.86832541235672,,,,,,0.0310901401470506,2.2666916979481,0.310901401470506,23.08,,6.07034136696429,55.44226687712,,8.55,,,,,,
18-09-2020 18:24:53.724,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:53.770,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:53.814,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56110475318532,,,
18-09-2020 18:24:53.860,,,16.3546512499848,,,,,2.82135868045849,,,,,,0.0312349718519243,2.26683652965297,0.312349718519243,23.08,,5.97094396446429,54.53444028498,,8.41,,,,,,
18-09-2020 18:24:53.910,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:53.956,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:54.002,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.53083085374228,,,
18-09-2020 18:24:54.046,,,16.355664156476,,,,,2.72742521666201,,,,,,0.0313753657619048,2.26697692356295,0.313753657619048,23.08,,5.77214915946429,52.7187871007,,8.13,,,,,,
18-09-2020 18:24:54.097,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:54.145,,,,,,,,,,,,,767,,,,,,,,,,,,,,,
18-09-2020 18:24:54.191,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56110475318532,,,
18-09-2020 18:24:54.258,,,16.3568478548462,,,,,2.77439194856025,,,,,,0.0315394322812413,2.26714099008229,0.315394322812413,23.08,,5.87154656196429,53.7664484091186,,8.27,,,,,,
18-09-2020 18:24:54.307,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:54.354,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:54.400,,,,,,,,,,,,,,,,,,,,,,,,1.83203125,4.46149385824369,,,
18-09-2020 18:24:54.445,,,16.3579188168909,,,,,2.86832541235672,,,,,,0.0316878729815488,2.2672894307826,0.316878729815488,23.08,,6.07034136696429,55.3702639331237,,8.55,,,,,,
18-09-2020 18:24:54.489,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:54.533,,,,,,,,,,,,,768,,,,,,,,,,,,,,,
18-09-2020 18:24:54.575,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56598764019226,,,
18-09-2020 18:24:54.620,,,16.3589244156001,,,,,2.86832541235672,,,,,,0.0318272539963657,2.26742881179741,0.318272539963657,23.08,,6.07034136696429,55.5144573287829,,8.55,,,,,,
18-09-2020 18:24:54.664,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:54.708,,,,,,,,,,,,,771,,,,,,,,,,,,,,,
18-09-2020 18:24:54.752,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.5459678034638,,,
18-09-2020 18:24:54.796,,,16.3599347024666,,,,,2.85826111266424,,,,,,0.0319672848132513,2.2675688426143,0.319672848132513,23.08,,6.04904192357143,55.1044181259039,,8.52,,,,,,
18-09-2020 18:24:54.931,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:54.976,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:55.021,,,,,,,,,,,,,,,,,,,,,,,,1.8515625,4.60212100404364,,,
18-09-2020 18:24:55.066,,,16.3614211840946,,,,,2.74755381604697,,,,,,0.0321733186077719,2.26777487640882,0.321733186077719,23.08,,5.81474804625,53.1078556401886,,8.19,,,,,,
18-09-2020 18:24:55.112,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:55.158,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:55.204,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.52594796673533,,,
18-09-2020 18:24:55.247,,,16.3624329862287,,,,,2.78445624825273,,,,,,0.0323135594483273,2.26791511724937,0.323135594483273,23.08,,5.89284600535714,53.7512503678277,,8.3,,,,,,
18-09-2020 18:24:55.293,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:55.339,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:55.384,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.58649576562142,,,
18-09-2020 18:24:55.433,,,16.3635012838858,,,,,2.8783897120492,,,,,,0.0324616308511788,2.26806318865223,0.324616308511788,23.08,,6.09164081035714,55.5645455609592,,8.58,,,,,,
18-09-2020 18:24:55.478,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:55.538,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:55.586,,,,,,,,,,,,,,,,,,,,,,,,1.84375,4.5459678034638,,,
18-09-2020 18:24:55.630,,,16.3646496452774,,,,,2.90522784456248,,,,,,0.0326207994883981,2.26822235728945,0.326207994883981,23.08,,6.14843932607143,56.1555591995157,,8.66,,,,,,
18-09-2020 18:24:55.674,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:55.720,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:55.765,,,,,,,,,,,,,,,,,,,,,,,,1.83984375,4.50592813000687,,,
18-09-2020 18:24:55.808,,,16.3656780607711,,,,,2.8783897120492,,,,,,0.0327633430237629,2.26836490082481,0.327633430237629,23.08,,6.09164081035714,55.6368011468643,,8.58,,,,,,
18-09-2020 18:24:55.853,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:56.069,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
18-09-2020 18:24:56.274,,,,,,,,,,,,,,,,,,,,,,,,1.8515625,4.58649576562142,,,
18-09-2020 18:24:56.477,,,16.3695484447324,,,,,2.88845401174168,,,,,,0.033299797614761,2.26890135541581,0.33299797614761,23.08,,6.11294025375,55.7588271887947,,8.61,,,,,,
18-09-2020 18:24:56.679,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:56.777,,,,,,,,,,,,,768,,,,,,,,,,,,,,,
18-09-2020 18:24:56.849,,,,,,,,,,,,,,,,,,,,,,,,1.83984375,4.51569390402075,,,
18-09-2020 18:24:56.893,,,16.3719331265629,,,,,2.85826111266424,,,,,,0.0336303264534526,2.2692318842545,0.336303264534526,23.08,,6.04904192357143,55.3196697592082,,8.52,,,,,,
18-09-2020 18:24:56.935,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:56.983,,,,,,,,,,,,,771,,,,,,,,,,,,,,,
18-09-2020 18:24:57.031,,,,,,,,,,,,,,,,,,,,,,,,1.83984375,4.49616235599298,,,
18-09-2020 18:24:57.080,,,16.3730122431733,,,,,2.8783897120492,,,,,,0.0337798974173889,2.26938145521844,0.337798974173889,23.08,,6.09164081035714,55.4924774084807,,8.58,,,,,,
18-09-2020 18:24:57.126,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:57.176,,,,,,,,,,,,,768,,,,,,,,,,,,,,,
18-09-2020 18:24:57.246,,,,,,,,,,,,,,,,,,,,,,,,1.84765625,4.56598764019226,,,
18-09-2020 18:24:57.291,,,16.3742231618857,,,,,2.85826111266424,,,,,,0.0339477368124126,2.26954929461346,0.339477368124126,23.08,,6.04904192357143,55.3196697592082,,8.52,,,,,,
18-09-2020 18:24:57.336,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:57.384,,,,,,,,,,,,,769,,,,,,,,,,,,,,,
18-09-2020 18:24:57.430,,,,,,,,,,,,,,,,,,,,,,,,1.83984375,4.5205767910277,,,
18-09-2020 18:24:57.477,,,16.3752593488952,,,,,2.78445624825273,,,,,,0.0340913575187774,2.26969291531982,0.340913575187774,23.08,,5.89284600535714,53.8211479625843,,8.3,,,,,,
18-09-2020 18:24:57.521,,,,0,,,,,,0,13.8605005695556,,,,,,,0,,,,,,,,0,0,
18-09-2020 18:24:57.592,,,,,,,,,,,,,770,,,,,,,,,,,,,,,
