Device time,"Barometric pressure (kPa)","Calculated boost (bar)","Engine RPM (rpm)","Fuel/Air commanded equivalence ratio ()","Intake manifold absolute pressure (kPa)","Throttle position (%)",
16-08-2020 20:42:17.099,,,,,,26.2745098039216,
16-08-2020 20:42:17.237,,-0.625294117647059,,,36.4705882352941,,
16-08-2020 20:42:17.375,,,,0.999424,,,
16-08-2020 20:42:17.511,,,1548,,,,
16-08-2020 20:42:17.657,,,,,,26.6666666666667,
16-08-2020 20:42:17.779,,-0.625294117647059,,,36.4705882352941,,
16-08-2020 20:42:17.897,,,,0.999424,,,
16-08-2020 20:42:18.047,,,1546,,,,
16-08-2020 20:42:18.192,,,,,,26.2745098039216,
16-08-2020 20:42:18.323,,-0.637058823529412,,,35.2941176470588,,
16-08-2020 20:42:18.500,,,,0.999424,,,
16-08-2020 20:42:18.621,,,1565,,,,
16-08-2020 20:42:18.763,,,,,,26.2745098039216,
16-08-2020 20:42:18.899,,-0.637058823529412,,,35.2941176470588,,
16-08-2020 20:42:19.047,,,,0.999424,,,
16-08-2020 20:42:19.207,,,1570,,,,
16-08-2020 20:42:19.358,,,,,,26.6666666666667,
16-08-2020 20:42:19.481,,-0.625294117647059,,,36.4705882352941,,
16-08-2020 20:42:19.735,,,,0.999424,,,
16-08-2020 20:42:19.967,,,1571,,,,
16-08-2020 20:42:20.190,,,,,,26.6666666666667,
16-08-2020 20:42:20.412,,-0.613529411764706,,,37.6470588235294,,
16-08-2020 20:42:20.638,,,,0.999424,,,
16-08-2020 20:42:20.870,,,1592,,,,
16-08-2020 20:42:21.093,,,,,,26.6666666666667,
16-08-2020 20:42:21.257,,-0.625294117647059,,,36.4705882352941,,
16-08-2020 20:42:21.404,,,,0.999424,,,
16-08-2020 20:42:21.531,,,1592,,,,
16-08-2020 20:42:21.679,,,,,,23.1372549019608,
16-08-2020 20:42:21.827,,-0.695882352941177,,,29.4117647058824,,
16-08-2020 20:42:21.972,,,,0.999424,,,
16-08-2020 20:42:22.112,,,1604,,,,
16-08-2020 20:42:22.257,,,,,,23.1372549019608,
16-08-2020 20:42:22.391,,-0.707647058823529,,,28.2352941176471,,
16-08-2020 20:42:22.539,,,,0.999424,,,
16-08-2020 20:42:22.687,,,1529,,,,
16-08-2020 20:42:22.821,,,,,,22.7450980392157,
16-08-2020 20:42:22.965,,-0.707647058823529,,,28.2352941176471,,
16-08-2020 20:42:23.110,,,,0.999424,,,
16-08-2020 20:42:23.240,,,1494,,,,
16-08-2020 20:42:23.385,,,,,,22.3529411764706,
16-08-2020 20:42:23.525,,-0.684117647058823,,,30.5882352941176,,
16-08-2020 20:42:23.674,,,,0.999424,,,
16-08-2020 20:42:23.953,,,1418,,,,
16-08-2020 20:42:24.186,,,,,,28.6274509803922,
16-08-2020 20:42:24.408,,-0.460588235294118,,,52.9411764705882,,
16-08-2020 20:42:24.632,,,,0.999424,,,
16-08-2020 20:42:24.864,,,1551,,,,
16-08-2020 20:42:25.088,,,,,,83.921568627451,
16-08-2020 20:42:25.254,,0.0805882352941177,,,107.058823529412,,
16-08-2020 20:42:25.411,,,,0.999424,,,
16-08-2020 20:42:25.566,,,1777,,,,
16-08-2020 20:42:25.718,,,,,,83.921568627451,
16-08-2020 20:42:25.841,,0.21,,,120,,
16-08-2020 20:42:25.982,,,,0.999424,,,
16-08-2020 20:42:26.118,,,2024,,,,
16-08-2020 20:42:26.260,,,,,,83.921568627451,
16-08-2020 20:42:26.383,,0.41,,,140,,
16-08-2020 20:42:26.529,,,,0.999424,,,
16-08-2020 20:42:26.662,,,2321,,,,
16-08-2020 20:42:26.811,,,,,,83.921568627451,
16-08-2020 20:42:26.960,,0.515882352941177,,,150.588235294118,,
16-08-2020 20:42:27.110,,,,0.999424,,,
16-08-2020 20:42:27.246,,,2648,,,,
16-08-2020 20:42:27.390,,,,,,83.921568627451,
16-08-2020 20:42:27.544,,0.598235294117647,,,158.823529411765,,
16-08-2020 20:42:27.697,,,,0.999424,,,
16-08-2020 20:42:27.920,,,2991,,,,
16-08-2020 20:42:28.145,,,,,,83.921568627451,
16-08-2020 20:42:28.372,,0.704117647058824,,,169.411764705882,,
16-08-2020 20:42:28.672,,,,0.999424,,,
16-08-2020 20:42:28.972,,,3653,,,,
16-08-2020 20:42:29.197,,,,,,83.921568627451,
16-08-2020 20:42:29.407,,0.621764705882353,,,161.176470588235,,
16-08-2020 20:42:29.550,,,,0.999424,,,
16-08-2020 20:42:29.676,,,4140,,,,
16-08-2020 20:42:29.817,,,,,,83.921568627451,
16-08-2020 20:42:29.956,,0.515882352941177,,,150.588235294118,,
16-08-2020 20:42:30.098,,,,0.999424,,,
16-08-2020 20:42:30.249,,,4445,,,,
16-08-2020 20:42:30.383,,,,,,83.921568627451,
16-08-2020 20:42:30.525,,0.457058823529412,,,144.705882352941,,
16-08-2020 20:42:30.648,,,,0.999424,,,
16-08-2020 20:42:30.796,,,4721,,,,
16-08-2020 20:42:30.919,,,,,,83.921568627451,
16-08-2020 20:42:31.062,,0.362941176470588,,,135.294117647059,,
16-08-2020 20:42:31.205,,,,0.999424,,,
16-08-2020 20:42:31.351,,,4963,,,,
16-08-2020 20:42:31.491,,,,,,83.921568627451,
16-08-2020 20:42:31.631,,0.315882352941177,,,130.588235294118,,
16-08-2020 20:42:31.774,,,,0.999424,,,
16-08-2020 20:42:31.966,,,5209,,,,
16-08-2020 20:42:32.184,,,,,,83.921568627451,
16-08-2020 20:42:32.410,,0.351176470588235,,,134.117647058824,,
16-08-2020 20:42:32.633,,,,0.986736,,,
16-08-2020 20:42:32.932,,,5601,,,,
16-08-2020 20:42:33.232,,,,,,83.921568627451,
16-08-2020 20:42:33.436,,0.339411764705882,,,132.941176470588,,
16-08-2020 20:42:33.583,,,,0.930128,,,
16-08-2020 20:42:33.731,,,5948,,,,
16-08-2020 20:42:33.848,,,,,,83.921568627451,
16-08-2020 20:42:33.979,,0.32764705882353,,,131.764705882353,,
16-08-2020 20:42:34.124,,,,0.915488,,,
16-08-2020 20:42:34.276,,,6145,,,,
16-08-2020 20:42:34.408,,,,,,83.921568627451,
16-08-2020 20:42:34.559,,0.339411764705882,,,132.941176470588,,
16-08-2020 20:42:34.701,,,,0.9028,,,
16-08-2020 20:42:34.837,,,6449,,,,
16-08-2020 20:42:35.009,,,,,,33.7254901960784,
16-08-2020 20:42:35.145,,-0.684117647058823,,,30.5882352941176,,
16-08-2020 20:42:35.292,,,,0.999424,,,
16-08-2020 20:42:35.422,,,5697,,,,
16-08-2020 20:42:35.568,,,,,,34.9019607843137,
16-08-2020 20:42:35.719,,-0.695882352941177,,,29.4117647058824,,
16-08-2020 20:42:35.868,,,,0.999424,,,
16-08-2020 20:42:36.057,,,5033,,,,
16-08-2020 20:42:36.286,,,,,,34.1176470588235,
16-08-2020 20:42:36.510,,-0.731176470588235,,,25.8823529411765,,
16-08-2020 20:42:36.732,,,,0.999424,,,
16-08-2020 20:42:36.954,,,4078,,,,
16-08-2020 20:42:37.187,,,,,,30.1960784313725,
16-08-2020 20:42:37.412,,-0.731176470588235,,,25.8823529411765,,
16-08-2020 20:42:37.569,,,,0.999424,,,
16-08-2020 20:42:37.719,,,3359,,,,
16-08-2020 20:42:37.844,,,,,,27.0588235294118,
16-08-2020 20:42:37.997,,-0.742941176470588,,,24.7058823529412,,
16-08-2020 20:42:38.119,,,,0.999424,,,
16-08-2020 20:42:38.267,,,2864,,,,
16-08-2020 20:42:38.418,,,,,,25.8823529411765,
16-08-2020 20:42:38.542,,-0.742941176470588,,,24.7058823529412,,
16-08-2020 20:42:38.689,,,,0.999424,,,
16-08-2020 20:42:38.854,,,2396,,,,
16-08-2020 20:42:38.989,,,,,,24.7058823529412,
