Device time,"Ambient air temperature (℃)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Distance travelled (km)","Distance travelled (total) (km)","Engine RPM (rpm)","Intake manifold absolute pressure (kPa)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
16-09-2020 22:01:46.087,,,,0.51,,,,150,,,
16-09-2020 22:01:46.133,,45.3737437373429,,,0.306250245944444,14.1667508155,,,-2.93525106200319,81,
16-09-2020 22:01:46.180,,,,,,,2939,,,,
16-09-2020 22:01:46.231,,,,0.5,,,,149,,,
16-09-2020 22:01:46.277,,45.5657613156912,,,0.309367017611111,14.1698675871667,,,-3.91991304064911,78,
16-09-2020 22:01:46.323,,,,,,,2833,,,,
16-09-2020 22:01:46.369,,,,0.48,,,,147,,,
16-09-2020 22:01:46.413,,45.734574210148,,,0.312245114388889,14.1727456839444,,,-3.99662501004402,76,
16-09-2020 22:01:46.459,,,,,,,2728,,,,
16-09-2020 22:01:46.504,,,,0.47,,,,146,,,
16-09-2020 22:01:46.549,,45.8898903147998,,,0.315036417,14.1755369865556,,,-4.51242197571162,74,
16-09-2020 22:01:46.615,,,,,,,2635,,,,
16-09-2020 22:01:46.708,,,,0.46,,,,145,,,
16-09-2020 22:01:46.753,,46.087500162731,,,0.319007777555555,14.1795083471111,,,-4.9264107982052,70,
16-09-2020 22:01:46.799,,,,,,,2467,,,,
16-09-2020 22:01:46.844,,,,0.45,,,,144,,,
16-09-2020 22:01:46.890,,46.1902942037166,,,0.321466770888889,14.1819673404444,,,-5.89531142254681,65,
16-09-2020 22:01:46.935,,,,,,,2327,,,,
16-09-2020 22:01:46.983,,,,0.45,,,,144,,,
16-09-2020 22:01:47.028,,46.2828203265673,,,0.323893562388889,14.1843941319444,,,-5.87277961948147,63,
16-09-2020 22:01:47.073,,,,,,,2243,,,,
16-09-2020 22:01:47.119,,,,0.43,,,,142,,,
16-09-2020 22:01:47.164,,46.3565374824628,,,0.326162350722222,14.1866629202778,,,-6.32236442845573,60,
16-09-2020 22:01:47.213,,,,,,,2176,,,,
16-09-2020 22:01:47.257,,,,0.41,,,,140,,,
16-09-2020 22:01:47.301,,46.4192211760236,,,0.328371343555555,14.1888719131111,,,-6.08135564607045,58,
16-09-2020 22:01:47.348,,,,,,,2110,,,,
16-09-2020 22:01:47.393,,,,0.39,,,,138,,,
16-09-2020 22:01:47.437,,46.4751800402682,,,0.330515203805555,14.1910157733611,,,-4.05992489747928,57,
16-09-2020 22:01:47.484,,,,,,,2042,,,,
16-09-2020 22:01:47.533,,,,0.37,,,,136,,,
16-09-2020 22:01:47.683,,46.5469397541355,,,0.334212477305555,14.1947130468611,,,-3.81599981561089,54,
16-09-2020 22:01:47.887,,,,,,,1917,,,,
16-09-2020 22:01:48.093,,,,0.33,,,,132,,,
16-09-2020 22:01:48.294,,46.5804563463362,,,0.342355181305555,14.2028557508611,,,-2.95105669519955,48,
16-09-2020 22:01:48.462,,,,,,,1698,,,,
16-09-2020 22:01:48.514,,,,0.29,,,,128,,,
16-09-2020 22:01:48.563,,46.5545124442654,,,0.345641519305555,14.2061420888611,,,-3.08278280337434,44,
16-09-2020 22:01:48.609,,,,,,,1638,,,,
16-09-2020 22:01:48.652,,,,0.28,,,,127,,,
16-09-2020 22:01:48.699,,46.5415982868362,,,0.347301083194444,14.20780165275,,,-2.86172153612669,44,
16-09-2020 22:01:48.743,,,,,,,1601,,,,
16-09-2020 22:01:48.790,,,,0.27,,,,126,,,
16-09-2020 22:01:48.840,,46.5230657074821,,,0.348989131805555,14.2094897013611,,,-2.6416421884897,43,
16-09-2020 22:01:48.910,,,,,,,1553,,,,
16-09-2020 22:01:48.956,,,,0.26,,,,125,,,
16-09-2020 22:01:49.003,,46.4899540162091,,,0.350844009388889,14.2113445789444,,,-2.74227974992352,41,
16-09-2020 22:01:49.049,,,,,,,1511,,,,
16-09-2020 22:01:49.095,,,,0.25,,,,124,,,
16-09-2020 22:01:49.142,,46.456966090788,,,0.352386156055556,14.2128867256111,,,-1.91975817804505,40,
16-09-2020 22:01:49.210,,,,,,,1465,,,,
16-09-2020 22:01:49.258,,,,0.24,,,,123,,,
16-09-2020 22:01:49.308,,46.4119565365681,,,0.354182568638889,14.2146831381944,,,-2.28140215925771,39,
16-09-2020 22:01:49.353,,,,,,,1441,,,,
16-09-2020 22:01:49.400,,,,0.23,,,,122,,,
16-09-2020 22:01:49.446,,46.3746900155203,,,0.355686435722222,14.2161870052778,,,-1.83258587653187,39,
16-09-2020 22:01:49.493,,,,,,,1417,,,,
16-09-2020 22:01:49.540,,,,0.22,,,,121,,,
16-09-2020 22:01:49.591,,46.3310916170418,,,0.357211506611111,14.2177120761667,,,-1.41755226827075,38,
16-09-2020 22:01:49.639,,,,,,,1382,,,,
16-09-2020 22:01:49.686,,,,0.21,,,,120,,,
16-09-2020 22:01:49.731,,46.2842745058995,,,0.3586500625,14.2191506320556,,,-1.41458362155475,37,
16-09-2020 22:01:49.780,,,,,,,1360,,,,
16-09-2020 22:01:49.826,,,,0.2,,,,119,,,
16-09-2020 22:01:49.874,,46.231732522492,,,0.3600825485,14.2205831180556,,,-1.4708804213637,36,
16-09-2020 22:01:49.921,,,,,,,1337,,,,
16-09-2020 22:01:50.033,,,,0.19,,,,118,,,
16-09-2020 22:01:50.077,,46.1508688649071,,,0.362059354333333,14.2225599238889,,,-1.76093060251737,35,
16-09-2020 22:01:50.125,,,,,,,1287,,,,
16-09-2020 22:01:50.171,,,,0.18,,,,117,,,
16-09-2020 22:01:50.217,,46.0909593141266,,,0.363380892777778,14.2238814623333,,,-1.77356180853148,34,
16-09-2020 22:01:50.263,,,,,,,1269,,,,
16-09-2020 22:01:50.310,,,,0.18,,,,117,,,
16-09-2020 22:01:50.357,,46.026918211581,,,0.364659890277778,14.2251604598333,,,-1.77494581622907,33,
16-09-2020 22:01:50.450,,,,,,,1239,,,,
16-09-2020 22:01:50.499,,,,0.17,,,,116,,,
16-09-2020 22:01:50.545,,45.9414259720609,,,0.366387133194444,14.22688770275,,,-1.24150635839964,33,
16-09-2020 22:01:50.593,,,,,,,1208,,,,
16-09-2020 22:01:50.639,,,,0.16,,,,115,,,
16-09-2020 22:01:50.682,,45.8751152546215,,,0.367606750083333,14.2281073196389,,,-1.37710955281066,32,
16-09-2020 22:01:50.731,,,,,,,1089,,,,
16-09-2020 22:01:50.781,,,,0.16,,,,115,,,
16-09-2020 22:01:50.826,,45.8013122809991,,,0.368845374888889,14.2293459444444,,,-1.36823088294128,31,
16-09-2020 22:01:50.872,,,,,,,949,,,,
16-09-2020 22:01:50.918,,,,0.15,,,,114,,,
16-09-2020 22:01:50.965,,45.7263020725098,,,0.369997704888889,14.2304982744444,,,-1.37108151074097,30,
16-09-2020 22:01:51.011,,,,,,,923,,,,
16-09-2020 22:01:51.055,,,,0.14,,,,113,,,
16-09-2020 22:01:51.102,,45.6525603740144,,,0.371141315722222,14.2316418852778,,,-1.49731522396452,30,
16-09-2020 22:01:51.149,,,,,,,911,,,,
16-09-2020 22:01:51.194,,,,0.13,,,,112,,,
16-09-2020 22:01:51.239,,45.5749685236479,,,0.372244945361111,14.2327455149167,,,-1.49783760181102,29,
16-09-2020 22:01:51.285,,,,,,,903,,,,
16-09-2020 22:01:51.331,,,,0.12,,,,111,,,
16-09-2020 22:01:51.402,,45.4780254726564,,,0.373513434805555,14.2340140043611,,,-1.44776666356265,28,
16-09-2020 22:01:51.452,,,,,,,899,,,,
16-09-2020 22:01:51.502,,,,0.11,,,,110,,,
16-09-2020 22:01:51.550,,45.3910228458515,,,0.374663866138889,14.2351644356944,,,-0.949273302808501,28,
16-09-2020 22:01:51.596,,,,,,,900,,,,
16-09-2020 22:01:51.646,,,,0.1,,,,109,,,
16-09-2020 22:01:51.868,,45.2069696672264,,,0.377135836805555,14.2376364063611,,,-0.725514418017437,28,
16-09-2020 22:01:52.071,,,,,,,1215,,,,
16-09-2020 22:01:52.339,,,,0.08,,,,107,,,
16-09-2020 22:01:52.540,,44.7862482856395,,,0.381993456527778,14.2424940260833,,,-0.640349284408394,26,
16-09-2020 22:01:52.596,,,,,,,1479,,,,
16-09-2020 22:01:52.643,,,,0.11,,,,110,,,
16-09-2020 22:01:52.690,,44.6904460827127,,,0.383030911388889,14.2435314809444,,,-0.647154140959439,25,
16-09-2020 22:01:52.739,,,,,,,1460,,,,
16-09-2020 22:01:52.790,,,,0.12,,,,111,,,
16-09-2020 22:01:52.839,,44.5956357083991,,,0.3840676475,14.2445682170556,,,-0.646439472152693,25,
16-09-2020 22:01:52.886,,,,,,,1441,,,,
16-09-2020 22:01:52.933,,,,0.13,,,,112,,,
16-09-2020 22:01:52.981,,44.5015756727427,,,0.3850159115,14.2455164810556,,,-0.997851565707937,24,
16-09-2020 22:01:53.046,,,,,,,1417,,,,
16-09-2020 22:01:53.093,,,,0.13,,,,112,,,
16-09-2020 22:01:53.140,,44.3974310489863,,,0.386076062166666,14.2465766317222,,,-0.925972533210098,24,
16-09-2020 22:01:53.188,,,,,,,1407,,,,
16-09-2020 22:01:53.262,,,,0.14,,,,113,,,
16-09-2020 22:01:53.311,,44.2869280292044,,,0.387212868166666,14.2477134377222,,,-0.447249881943921,24,
16-09-2020 22:01:53.358,,,,,,,1390,,,,
16-09-2020 22:01:53.408,,,,0.14,,,,113,,,
16-09-2020 22:01:53.453,,44.1958343665473,,,0.388159308166666,14.2486598777222,,,-0.45262043514639,24,
16-09-2020 22:01:53.598,,,,,,,1376,,,,
16-09-2020 22:01:53.643,,,,0.14,,,,113,,,
16-09-2020 22:01:53.692,,44.0365970121842,,,0.389688383944444,14.2501889535,,,-0.390712092167295,23,
16-09-2020 22:01:53.741,,,,,,,1354,,,,
16-09-2020 22:01:53.789,,,,0.14,,,,113,,,
16-09-2020 22:01:53.836,,43.9417414354619,,,0.390610298055555,14.2511108676111,,,-0.399014332451177,23,
16-09-2020 22:01:53.882,,,,,,,1337,,,,
16-09-2020 22:01:53.930,,,,0.14,,,,113,,,
16-09-2020 22:01:53.979,,43.8488139908796,,,0.391521576583333,14.2520221461389,,,-0.415665867956388,23,
16-09-2020 22:01:54.024,,,,,,,1328,,,,
16-09-2020 22:01:54.071,,,,0.14,,,,113,,,
16-09-2020 22:01:54.117,,43.7557004305616,,,0.392362293138889,14.2528628626944,,,-0.836853978018859,22,
16-09-2020 22:01:54.164,,,,,,,1317,,,,
16-09-2020 22:01:54.212,,,,0.14,,,,113,,,
16-09-2020 22:01:54.258,,43.6605410211507,,,0.393228950138889,14.2537295196944,,,-0.490507492982653,22,
16-09-2020 22:01:54.329,,,,,,,1306,,,,
16-09-2020 22:01:54.379,,,,0.13,,,,112,,,
16-09-2020 22:01:54.428,,43.5478359215267,,,0.394265312694444,14.25476588225,,,-0.469559332465437,22,
16-09-2020 22:01:54.474,,,,,,,1305,,,,
16-09-2020 22:01:54.522,,,,0.14,,,,113,,,
16-09-2020 22:01:54.567,,43.45659334661,,,0.395112323694444,14.25561289325,,,-0.472759404550831,22,
16-09-2020 22:01:54.614,,,,,,,1320,,,,
16-09-2020 22:01:54.663,,,,0.14,,,,113,,,
16-09-2020 22:01:54.709,,43.363386503961,,,0.395985001972222,14.2564855715278,,,0,22,
16-09-2020 22:01:54.759,,,,,,,1332,,,,
16-09-2020 22:01:54.808,,,,0.15,,,,114,,,
16-09-2020 22:01:54.855,,43.2690748049704,,,0.396875831472222,14.2573764010278,,,0,22,
16-09-2020 22:01:54.900,,,,,,,1309,,,,
16-09-2020 22:01:54.945,,,,0.15,,,,114,,,
16-09-2020 22:01:54.993,,43.1803603031929,,,0.397720990805555,14.2582215603611,,,0,22,
16-09-2020 22:01:55.043,,,,,,,1319,,,,
16-09-2020 22:01:55.090,,,,0.16,,,,115,,,
16-09-2020 22:01:55.135,,43.0903638739111,,,0.398585693472222,14.2590862630278,,,0,22,
16-09-2020 22:01:55.182,,,,,,,1324,,,,
16-09-2020 22:01:55.226,,,,0.16,,,,115,,,
16-09-2020 22:01:55.270,,43.0092993028098,,,0.399447596111111,14.2599481656667,,,0.495614102647747,23,
16-09-2020 22:01:55.317,,,,,,,1335,,,,
16-09-2020 22:01:55.364,,,,0.16,,,,115,,,
16-09-2020 22:01:55.408,,42.9272500189567,,,0.400327164666666,14.2608277342222,,,0.502861412179267,23,
16-09-2020 22:01:55.454,,,,,,,1323,,,,
16-09-2020 22:01:55.499,,,,0.17,,,,116,,,
16-09-2020 22:01:55.545,,42.8456958695751,,,0.40120858025,14.2617091498056,,,0.503124635423311,23,
16-09-2020 22:01:55.608,,,,,,,1265,,,,
16-09-2020 22:01:55.656,,,,0.16,,,,115,,,
16-09-2020 22:01:55.702,,42.7491253444922,,,0.402167378138889,14.2626679476944,,,0,22,
16-09-2020 22:01:55.749,,,,,,,1340,,,,
16-09-2020 22:01:55.962,,,,0.15,,,,114,,,
16-09-2020 22:01:56.167,,42.4683307885703,,,0.405006457361111,14.2655070269167,,,-0.309697873001202,22,
16-09-2020 22:01:56.436,,,,,,,1288,,,,
16-09-2020 22:01:56.621,,,,0.13,,,,112,,,
16-09-2020 22:01:56.670,,42.1585165950486,,,0.407939047861111,14.2684396174167,,,-0.44018106196516,21,
16-09-2020 22:01:56.721,,,,,,,1261,,,,
16-09-2020 22:01:56.769,,,,0.13,,,,112,,,
16-09-2020 22:01:56.816,,42.0702360067112,,,0.408790443861111,14.2692910134167,,,-0.437388114480111,21,
16-09-2020 22:01:57.599,,,99,,,,,,,,
16-09-2020 22:01:57.728,19,,,,,,,,,,
16-09-2020 22:01:57.777,,,,,,,1282,,,,
16-09-2020 22:01:57.827,,,,0.17,,,,116,,,
16-09-2020 22:01:57.870,,41.4831649839685,,,0.415231807972222,14.2757323775278,,,,22,
16-09-2020 22:01:57.915,,,,,,,1271,,,,
16-09-2020 22:01:58.020,,,,0.16,,,,115,,,
16-09-2020 22:01:58.066,,41.3776947441447,,,0.41643041625,14.2769309858056,,,,22,
16-09-2020 22:01:58.134,,,,,,,1331,,,,
16-09-2020 22:01:58.184,,,,0.15,,,,114,,,
16-09-2020 22:01:58.233,,41.2885787031507,,,0.417453408305555,14.2779539778611,,,0.177648120231338,22,
16-09-2020 22:01:58.278,,,,,,,1341,,,,
16-09-2020 22:01:58.325,,,,0.16,,,,115,,,
16-09-2020 22:01:58.370,,41.2163890222291,,,0.418288916972222,14.2787894865278,,,0.17871627555968,22,
16-09-2020 22:01:58.416,,,,,,,1326,,,,
16-09-2020 22:01:58.463,,,,0.18,,,,117,,,
16-09-2020 22:01:58.509,,41.1475598138071,,,0.419174307722222,14.2796748772778,,,0.43474776082731,23,
16-09-2020 22:01:58.553,,,,,,,1364,,,,
16-09-2020 22:01:58.603,,,,0.19,,,,118,,,
16-09-2020 22:01:58.651,,41.0774398875883,,,0.420083045388889,14.2805836149444,,,0.474903704250793,23,
16-09-2020 22:01:58.698,,,,,,,1417,,,,
16-09-2020 22:01:58.744,,,,0.21,,,,120,,,
16-09-2020 22:01:58.790,,41.0132901623307,,,0.421008488055555,14.2815090576111,,,0.998668614949294,24,
16-09-2020 22:01:58.836,,,,,,,1438,,,,
16-09-2020 22:01:58.884,,,,0.25,,,,124,,,
16-09-2020 22:01:58.930,,40.9488457777186,,,0.421945204722222,14.2824457742778,,,0.991820673109415,24,
16-09-2020 22:01:58.978,,,,,,,1481,,,,
16-09-2020 22:01:59.047,,,,0.3,,,,129,,,
16-09-2020 22:01:59.115,,40.8698223979889,,,0.423227928333333,14.2837284978889,,,0.916473267895309,25,
16-09-2020 22:01:59.162,,,,,,,1554,,,,
16-09-2020 22:01:59.209,,,,0.37,,,,136,,,
16-09-2020 22:01:59.253,,40.8185603722027,,,0.424265275083333,14.2847658446389,,,1.84439526917778,27,
16-09-2020 22:01:59.302,,,,,,,1625,,,,
16-09-2020 22:01:59.349,,,,0.44,,,,143,,,
16-09-2020 22:01:59.411,,40.7645284841905,,,0.425496995861111,14.2859975654167,,,1.7870650835343,28,
16-09-2020 22:01:59.462,,,,,,,1697,,,,
16-09-2020 22:01:59.509,,,,0.56,,,,155,,,
16-09-2020 22:01:59.555,,40.7158365487122,,,0.42661615275,14.2871167223056,,,1.77709736273953,28,
16-09-2020 22:01:59.624,,,,,,,1772,,,,
16-09-2020 22:01:59.671,,,,0.7,,,,169,,,
16-09-2020 22:01:59.713,,40.6713448715608,,,0.427926763583333,14.2884273331389,,,2.32325869855471,30,
16-09-2020 22:01:59.759,,,,,,,1870,,,,
16-09-2020 22:01:59.806,,,,0.84,,,,183,,,
16-09-2020 22:01:59.848,,40.6369443336143,,,0.429091047805555,14.2895916173611,,,1.86836257189973,31,
16-09-2020 22:02:00.126,,,,,,,2021,,,,
16-09-2020 22:02:00.327,,,,1.56,,,,255,,,
16-09-2020 22:02:00.529,,40.6609339949274,,,0.437038388138889,14.2975389576944,,,3.47986518684107,42,
16-09-2020 22:02:00.732,,,,,,,2826,,,,
16-09-2020 22:02:00.777,,,,1.56,,,,255,,,
16-09-2020 22:02:00.823,,40.7238543091054,,,0.441042091027777,14.3015426605833,,,4.60069890137151,49,
16-09-2020 22:02:00.874,,,,,,,3009,,,,
16-09-2020 22:02:00.917,,,,1.56,,,,255,,,
16-09-2020 22:02:00.963,,40.7640902532086,,,0.443058818583333,14.3035593881389,,,4.88787729380416,52,
16-09-2020 22:02:01.010,,,,,,,3141,,,,
16-09-2020 22:02:01.059,,,,1.56,,,,255,,,
16-09-2020 22:02:01.107,,40.8128221456403,,,0.445227914583333,14.3057284841389,,,5.07239695438819,54,
16-09-2020 22:02:01.156,,,,,,,3223,,,,
16-09-2020 22:02:01.200,,,,1.56,,,,255,,,
16-09-2020 22:02:01.244,,40.862113170796,,,0.447319805972222,14.3078203755278,,,5.04710125718168,55,
16-09-2020 22:02:01.291,,,,,,,3305,,,,
16-09-2020 22:02:01.339,,,,1.56,,,,255,,,
16-09-2020 22:02:01.385,,40.9267790187437,,,0.449630798277777,14.3101313678333,,,4.94165301337356,59,
16-09-2020 22:02:01.507,,,,,,,3432,,,,
16-09-2020 22:02:01.554,,,,1.56,,,,255,,,
16-09-2020 22:02:01.605,,41.0319361075534,,,0.453285169944444,14.3137857395,,,3.46255789851267,60,
16-09-2020 22:02:01.654,,,,,,,3562,,,,
16-09-2020 22:02:01.722,,,,1.56,,,,255,,,
16-09-2020 22:02:01.768,,41.1178779614716,,,0.456104127388889,14.3166046969444,,,3.36257139600733,62,
16-09-2020 22:02:01.813,,,,,,,3700,,,,
16-09-2020 22:02:01.861,,,,1.56,,,,255,,,
16-09-2020 22:02:01.912,,41.1999082646545,,,0.458658298055555,14.3191588676111,,,3.7446339395646,64,
16-09-2020 22:02:01.982,,,,,,,3816,,,,
16-09-2020 22:02:02.029,,,,1.53,,,,252,,,
16-09-2020 22:02:02.076,,41.3008254899467,,,0.461660407055555,14.3221609766111,,,2.81654265912174,66,
16-09-2020 22:02:02.124,,,,,,,3940,,,,
16-09-2020 22:02:02.174,,,,1.48,,,,247,,,
16-09-2020 22:02:02.220,,41.3960023758775,,,0.464379691166666,14.3248802607222,,,3.61309040719981,68,
16-09-2020 22:02:02.269,,,,,,,4048,,,,
16-09-2020 22:02:02.316,,,,1.42,,,,241,,,
16-09-2020 22:02:02.361,,41.49615198955,,,0.467138828666666,14.3276393982222,,,3.74964624431214,70,
16-09-2020 22:02:02.411,,,,,,,4146,,,,
16-09-2020 22:02:02.462,,,,1.36,,,,235,,,
16-09-2020 22:02:02.512,,41.6049789660185,,,0.470097875944444,14.3305984455,,,3.24258306835408,71,
16-09-2020 22:02:02.559,,,,,,,4242,,,,
16-09-2020 22:02:02.607,,,,1.29,,,,228,,,
16-09-2020 22:02:02.652,,41.712919746076,,,0.472943557888889,14.3334441274444,,,3.3742479211114,73,
16-09-2020 22:02:02.700,,,,,,,4329,,,,
16-09-2020 22:02:02.746,,,,1.22,,,,221,,,
16-09-2020 22:02:02.793,,41.8273795754572,,,0.475877639138889,14.3363782086944,,,3.39275718461409,75,
16-09-2020 22:02:02.840,,,,,,,4411,,,,
16-09-2020 22:02:02.909,,,,1.14,,,,213,,,
16-09-2020 22:02:02.953,,41.960689026404,,,0.479264053472222,14.3397646230278,,,2.81455177306066,76,
16-09-2020 22:02:03.001,,,,,,,4499,,,,
16-09-2020 22:02:03.049,,,,1.08,,,,207,,,
16-09-2020 22:02:03.097,,42.0859350955088,,,0.482370903972222,14.3428714735278,,,3.32386790721014,78,
16-09-2020 22:02:03.144,,,,,,,4576,,,,
16-09-2020 22:02:03.193,,,,1.03,,,,202,,,
16-09-2020 22:02:03.253,,42.2251698573127,,,0.485799185777777,14.3462997553333,,,2.77389432572177,79,
16-09-2020 22:02:03.300,,,,,,,4628,,,,
16-09-2020 22:02:03.349,,,,0.97,,,,196,,,
16-09-2020 22:02:03.396,,42.3555801228163,,,0.488987699111111,14.3494882686667,,,2.30127640571996,80,
16-09-2020 22:02:03.442,,,,,,,4527,,,,
16-09-2020 22:02:03.489,,,,0.68,,,,167,,,
16-09-2020 22:02:03.536,,42.4784120845504,,,0.492055203277777,14.3525557728333,,,,79,
16-09-2020 22:02:03.587,,,,,,,4311,,,,
16-09-2020 22:02:03.631,,,,0.46,,,,145,,,
16-09-2020 22:02:03.683,,42.6100817465329,,,0.495318541055555,14.3558191106111,,,,80,
16-09-2020 22:02:03.733,,,,,,,4118,,,,
16-09-2020 22:02:03.778,,,,0.38,,,,137,,,
16-09-2020 22:02:03.823,,42.7349593166071,,,0.4984349055,14.3589354750556,,,,80,
16-09-2020 22:02:03.870,,,,,,,4034,,,,
16-09-2020 22:02:03.916,,,,0.57,,,,156,,,
16-09-2020 22:02:04.067,,42.961955105276,,,0.503996364166666,14.3644969337222,,,,82,
16-09-2020 22:02:04.272,,,,,,,3119,,,,
16-09-2020 22:02:04.472,,,,1.56,,,,255,,,
16-09-2020 22:02:04.675,,43.5867982530479,,,0.51868603625,14.3791866058056,,,1.95105914465079,87,
16-09-2020 22:02:04.836,,,,,,,3358,,,,
16-09-2020 22:02:04.883,,,,1.56,,,,255,,,
16-09-2020 22:02:04.931,,43.86214227698,,,0.52507747125,14.3855780408056,,,2.22591706647921,90,
16-09-2020 22:02:04.982,,,,,,,3427,,,,
16-09-2020 22:02:05.026,,,,1.56,,,,255,,,
16-09-2020 22:02:05.097,,44.0467591710603,,,0.529317610694444,14.38981818025,,,2.61731252779259,92,
16-09-2020 22:02:05.166,,,,,,,3489,,,,
16-09-2020 22:02:05.214,,,,1.56,,,,255,,,
16-09-2020 22:02:05.261,,44.2351496473049,,,0.533593905694444,14.39409447525,,,2.79327954817698,94,
16-09-2020 22:02:05.333,,,,,,,3543,,,,
16-09-2020 22:02:05.382,,,,1.56,,,,255,,,
16-09-2020 22:02:05.428,,44.4304399879157,,,0.538019327638888,14.3985198971944,,,2.95031829213863,95,
16-09-2020 22:02:05.476,,,,,,,3601,,,,
16-09-2020 22:02:05.522,,,,1.56,,,,255,,,
16-09-2020 22:02:05.567,,44.5975478488277,,,0.541765066166666,14.4022656357222,,,3.05535215639772,97,
16-09-2020 22:02:05.615,,,,,,,3639,,,,
16-09-2020 22:02:05.659,,,,1.56,,,,255,,,
16-09-2020 22:02:05.702,,44.7619040363404,,,0.545440373777777,14.4059409433333,,,2.75240246201299,98,
16-09-2020 22:02:05.749,,,,,,,3689,,,,
16-09-2020 22:02:05.812,,,,1.56,,,,255,,,
16-09-2020 22:02:05.858,,44.9578328602979,,,0.549777898777777,14.4102784683333,,,2.78742179260991,100,
16-09-2020 22:02:05.905,,,,,,,3740,,,,
16-09-2020 22:02:05.952,,,,1.56,,,,255,,,
16-09-2020 22:02:06.001,,45.1358740315828,,,0.553746296,14.4142468655556,,,2.42372996840503,100,
16-09-2020 22:02:06.049,,,,,,,3778,,,,
16-09-2020 22:02:06.096,,,,1.56,,,,255,,,
16-09-2020 22:02:06.142,,45.3136371028942,,,0.557701817916666,14.4182023874722,,,1.93273420119284,101,
16-09-2020 22:02:06.192,,,,,,,3823,,,,
16-09-2020 22:02:06.241,,,,1.56,,,,255,,,
16-09-2020 22:02:06.288,,45.5026585148681,,,0.561869300916666,14.4223698704722,,,2.37140078511578,103,
16-09-2020 22:02:06.340,,,,,,,3879,,,,
16-09-2020 22:02:06.417,,,,1.56,,,,255,,,
16-09-2020 22:02:06.471,,45.7462126340844,,,0.56719863425,14.4276992038056,,,2.26857223830912,105,
16-09-2020 22:02:06.610,,,,,,,3934,,,,
16-09-2020 22:02:06.706,,,,1.54,,,,253,,,
16-09-2020 22:02:06.809,,46.2070005841503,,,0.577254318888888,14.4377548884444,,,2.40765275868853,107,
16-09-2020 22:02:06.922,,,,,,,4034,,,,
16-09-2020 22:02:07.007,,,,1.49,,,,248,,,
16-09-2020 22:02:07.035,,46.5203768213429,,,0.584084213472222,14.4445847830278,,,2.49013901836055,109,
16-09-2020 22:02:07.160,,,,,,,4099,,,,
16-09-2020 22:02:07.265,,,,1.46,,,,245,,,
16-09-2020 22:02:07.374,,47.000420131061,,,0.594537647722222,14.4550382172778,,,2.04693423699749,111,
16-09-2020 22:02:07.460,,,,,,,4180,,,,
16-09-2020 22:02:07.548,,,,1.42,,,,241,,,
16-09-2020 22:02:07.608,,47.3383855258599,,,0.601894920777777,14.4623954903333,,,1.9539099413404,113,
16-09-2020 22:02:07.658,,,,,,,4236,,,,
16-09-2020 22:02:07.704,,,,1.4,,,,239,,,
16-09-2020 22:02:07.757,,47.5520010780091,,,0.606584323472222,14.4670848930278,,,1.75713189966833,113,
16-09-2020 22:02:07.809,,,,,,,4269,,,,
16-09-2020 22:02:07.857,,,,1.38,,,,237,,,
16-09-2020 22:02:07.910,,47.7752427757582,,,0.611455902361111,14.4719564719167,,,1.90404206805777,115,
16-09-2020 22:02:07.955,,,,,,,4307,,,,
16-09-2020 22:02:07.999,,,,1.36,,,,235,,,
16-09-2020 22:02:08.091,,48.041955015414,,,0.61728259525,14.4777831648056,,,1.93666756218175,116,
16-09-2020 22:02:08.203,,,,,,,4345,,,,
16-09-2020 22:02:08.249,,,,1.33,,,,232,,,
16-09-2020 22:02:08.319,,48.3807389594496,,,0.6247046885,14.4852052580556,,,1.56245673947903,117,
16-09-2020 22:02:08.415,,,,,,,4412,,,,
16-09-2020 22:02:08.462,,,,1.3,,,,229,,,
16-09-2020 22:02:08.507,,48.6656293253659,,,0.630928583527777,14.4914291530833,,,2.22222933335609,119,
16-09-2020 22:02:08.553,,,,,,,4443,,,,
16-09-2020 22:02:08.702,,,,1.29,,,,228,,,
16-09-2020 22:02:08.904,,49.2662987553829,,,0.644139840194444,14.50464040975,,,1.39740326699469,120,
16-09-2020 22:02:09.109,,,,,,,4538,,,,
16-09-2020 22:02:09.315,,,,1.14,,,,213,,,
16-09-2020 22:02:09.445,,50.0925133364814,,,0.662467615527777,14.5229681850833,,,1.23103410385481,122,
16-09-2020 22:02:09.491,,,,,,,3888,,,,
16-09-2020 22:02:09.535,,,,0.59,,,,158,,,
16-09-2020 22:02:09.579,,50.2921352638934,,,0.666985419416666,14.5274859889722,,,,121,
16-09-2020 22:02:09.648,,,,,,,4058,,,,
16-09-2020 22:02:09.694,,,,0.7,,,,169,,,
16-09-2020 22:02:09.737,,50.5294247247252,,,0.672357503027777,14.5328580725833,,,,122,
16-09-2020 22:02:09.808,,,,,,,3077,,,,
16-09-2020 22:02:09.856,,,,1.19,,,,218,,,
16-09-2020 22:02:09.905,,50.7782667183428,,,0.678029127138888,14.5385296966944,,,,122,
16-09-2020 22:02:09.948,,,,,,,3184,,,,
16-09-2020 22:02:09.990,,,,1.54,,,,253,,,
16-09-2020 22:02:10.032,,50.968431960566,,,0.682365150472222,14.5428657200278,,,,123,
16-09-2020 22:02:10.078,,,,,,,3212,,,,
