Device time,"Ambient air temperature (℃)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Distance travelled (km)","Distance travelled (total) (km)","Engine RPM (rpm)","Intake manifold absolute pressure (kPa)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
16-09-2020 22:02:10.125,,,,1.56,,,,255,,,
16-09-2020 22:02:10.176,,51.1886098664447,,,0.687357122694444,14.54785769225,,,1.86246386051844,125,
16-09-2020 22:02:10.220,,,,,,,3218,,,,
16-09-2020 22:02:10.266,,,,1.56,,,,255,,,
16-09-2020 22:02:10.311,,51.3940951729556,,,0.692042994222222,14.5525435637778,,,1.45400860284546,125,
16-09-2020 22:02:10.358,,,,,,,3249,,,,
16-09-2020 22:02:10.406,,,,1.56,,,,255,,,
16-09-2020 22:02:10.452,,51.6111150968051,,,0.696992816722222,14.5574933862778,,,2.03140986243394,126,
16-09-2020 22:02:10.500,,,,,,,3267,,,,
16-09-2020 22:02:10.545,,,,1.56,,,,255,,,
16-09-2020 22:02:10.593,,51.829701185628,,,0.701980043222222,14.5624806127778,,,1.97873316951401,127,
16-09-2020 22:02:10.640,,,,,,,3283,,,,
16-09-2020 22:02:10.686,,,,1.56,,,,255,,,
16-09-2020 22:02:10.733,,52.0468577067235,,,0.706936661888888,14.5674372314444,,,1.49573792469833,128,
16-09-2020 22:02:10.780,,,,,,,3309,,,,
16-09-2020 22:02:10.827,,,,1.56,,,,255,,,
16-09-2020 22:02:10.873,,52.2674000185659,,,0.711972721555555,14.5724732911111,,,1.97548072829653,129,
16-09-2020 22:02:10.967,,,,,,,3333,,,,
16-09-2020 22:02:11.038,,,,1.56,,,,255,,,
16-09-2020 22:02:11.082,,52.5962412667779,,,0.719495926277777,14.5799964958333,,,1.76461768260912,130,
16-09-2020 22:02:11.154,,,,,,,3359,,,,
16-09-2020 22:02:11.203,,,,1.56,,,,255,,,
16-09-2020 22:02:11.245,,52.852491166145,,,0.725402891555555,14.5859034611111,,,1.27834565300606,130,
16-09-2020 22:02:11.290,,,,,,,3377,,,,
16-09-2020 22:02:11.334,,,,1.56,,,,255,,,
16-09-2020 22:02:11.380,,53.0680171398806,,,0.730349800555555,14.5908503701111,,,1.7165165384137,132,
16-09-2020 22:02:11.430,,,,,,,3403,,,,
16-09-2020 22:02:11.518,,,,1.56,,,,255,,,
16-09-2020 22:02:11.562,,53.3602860423634,,,0.737067113333333,14.5975676828889,,,1.61290928722361,133,
16-09-2020 22:02:11.608,,,,,,,3427,,,,
16-09-2020 22:02:11.659,,,,1.56,,,,255,,,
16-09-2020 22:02:11.704,,53.5864440659602,,,0.742298997138888,14.6027995666944,,,1.33981266739284,133,
16-09-2020 22:02:11.773,,,,,,,3447,,,,
16-09-2020 22:02:11.817,,,,1.56,,,,255,,,
16-09-2020 22:02:11.864,,53.8436390179544,,,0.748255051472222,14.6087556210278,,,1.79700050785031,134,
16-09-2020 22:02:11.912,,,,,,,3473,,,,
16-09-2020 22:02:11.958,,,,1.56,,,,255,,,
16-09-2020 22:02:12.030,,54.1127289423479,,,0.754496217722222,14.6149967872778,,,1.28216845252217,135,
16-09-2020 22:02:12.078,,,,,,,3491,,,,
16-09-2020 22:02:12.323,,,,1.56,,,,255,,,
16-09-2020 22:02:12.524,,54.9214504574304,,,0.773317559333333,14.6338181288889,,,1.15423830186984,137,
16-09-2020 22:02:12.726,,,,,,,3571,,,,
16-09-2020 22:02:12.931,,,,1.56,,,,255,,,
16-09-2020 22:02:13.027,,55.7563515600586,,,0.792853886555555,14.6533544561111,,,1.46938605524086,140,
16-09-2020 22:02:13.074,,,,,,,3623,,,,
16-09-2020 22:02:13.119,,,,1.56,,,,255,,,
16-09-2020 22:02:13.165,,55.98522560208,,,0.798251750388888,14.6587523199444,,,1.49440567102188,141,
16-09-2020 22:02:13.213,,,,,,,3643,,,,
16-09-2020 22:02:13.284,,,,1.56,,,,255,,,
16-09-2020 22:02:13.330,,56.261465483097,,,0.804774977944444,14.6652755475,,,1.49561271411309,142,
16-09-2020 22:02:13.377,,,,,,,3666,,,,
16-09-2020 22:02:13.425,,,,1.56,,,,255,,,
16-09-2020 22:02:13.492,,56.5332102426792,,,0.811203531027777,14.6717041005833,,,1.72280637992415,143,
16-09-2020 22:02:13.539,,,,,,,3685,,,,
16-09-2020 22:02:13.582,,,,1.56,,,,255,,,
16-09-2020 22:02:13.627,,56.759575957415,,,0.816589518777777,14.6770900883333,,,1.38740829300554,143,
16-09-2020 22:02:13.675,,,,,,,3702,,,,
16-09-2020 22:02:13.724,,,,1.56,,,,255,,,
16-09-2020 22:02:13.773,,57.0033314060096,,,0.822394190777777,14.6828947603333,,,1.37071480967981,144,
16-09-2020 22:02:13.820,,,,,,,3718,,,,
16-09-2020 22:02:13.865,,,,1.56,,,,255,,,
16-09-2020 22:02:13.913,,57.2411218547242,,,0.828062518694444,14.68856308825,,,1.42953779612161,145,
16-09-2020 22:02:13.961,,,,,,,3739,,,,
16-09-2020 22:02:14.006,,,,1.56,,,,255,,,
16-09-2020 22:02:14.053,,57.4760571436621,,,0.833692961333333,14.6941935308889,,,0.990000401940163,145,
16-09-2020 22:02:14.099,,,,,,,3755,,,,
16-09-2020 22:02:14.142,,,,1.56,,,,255,,,
16-09-2020 22:02:14.187,,57.7020626265074,,,0.839113474944444,14.6996140445,,,1.48991213272995,146,
16-09-2020 22:02:14.235,,,,,,,3771,,,,
16-09-2020 22:02:14.281,,,,1.56,,,,255,,,
16-09-2020 22:02:14.326,,57.9391883128521,,,0.844805176111111,14.7053057456667,,,1.50540959906968,147,
16-09-2020 22:02:14.377,,,,,,,3784,,,,
16-09-2020 22:02:14.422,,,,1.56,,,,255,,,
16-09-2020 22:02:14.475,,58.1944847278998,,,0.850939829555555,14.7114403991111,,,1.4817391065208,148,
16-09-2020 22:02:14.523,,,,,,,3806,,,,
16-09-2020 22:02:14.569,,,,1.56,,,,255,,,
16-09-2020 22:02:14.617,,58.4350966919052,,,0.856753618999999,14.7172541885556,,,1.47814809329243,148,
16-09-2020 22:02:14.665,,,,,,,3823,,,,
16-09-2020 22:02:14.715,,,,1.56,,,,255,,,
16-09-2020 22:02:14.771,,58.6993625509431,,,0.863146803388888,14.7236473729444,,,1.42568388915616,149,
16-09-2020 22:02:14.823,,,,,,,3835,,,,
16-09-2020 22:02:14.867,,,,1.56,,,,255,,,
16-09-2020 22:02:14.909,,58.9341700135437,,,0.868858743222222,14.7293593127778,,,0.952605222867708,149,
16-09-2020 22:02:15.018,,,,,,,3853,,,,
16-09-2020 22:02:15.062,,,,1.56,,,,255,,,
16-09-2020 22:02:15.111,,59.2792827890506,,,0.877271318222222,14.7377718877778,,,0.873705014086484,150,
16-09-2020 22:02:15.161,,,,,,,3875,,,,
16-09-2020 22:02:15.209,,,,1.56,,,,255,,,
16-09-2020 22:02:15.252,,59.5204736632675,,,0.883163111722222,14.7436636812778,,,1.31260261270925,151,
16-09-2020 22:02:15.298,,,,,,,3893,,,,
16-09-2020 22:02:15.344,,,,1.55,,,,254,,,
16-09-2020 22:02:15.388,,59.7540938613069,,,0.888899727555555,14.7494002971111,,,0.900222327908324,151,
16-09-2020 22:02:15.433,,,,,,,3902,,,,
16-09-2020 22:02:15.480,,,,1.54,,,,253,,,
16-09-2020 22:02:15.525,,59.9896076554433,,,0.894687676444444,14.755188246,,,1.3544046186281,152,
16-09-2020 22:02:15.574,,,,,,,3922,,,,
16-09-2020 22:02:15.623,,,,1.54,,,,253,,,
16-09-2020 22:02:15.671,,60.2403656769211,,,0.900856134944444,14.7613567045,,,1.48971423824773,153,
16-09-2020 22:02:15.722,,,,,,,3937,,,,
16-09-2020 22:02:15.770,,,,1.53,,,,252,,,
16-09-2020 22:02:15.816,,60.489575728342,,,0.907019697444444,14.767520267,,,0.985088188148377,153,
16-09-2020 22:02:15.865,,,,,,,3952,,,,
16-09-2020 22:02:15.935,,,,1.51,,,,250,,,
16-09-2020 22:02:15.984,,60.7807979242539,,,0.914233703388888,14.7747342729444,,,1.39849773373442,154,
16-09-2020 22:02:16.055,,,,,,,3974,,,,
16-09-2020 22:02:16.101,,,,1.51,,,,250,,,
16-09-2020 22:02:16.148,,61.0610012448636,,,0.921217423722222,14.7817179932778,,,0.891871592894438,154,
16-09-2020 22:02:16.197,,,,,,,3985,,,,
16-09-2020 22:02:16.418,,,,1.5,,,,249,,,
16-09-2020 22:02:16.622,,61.8838237482574,,,0.941793940722222,14.8022945102778,,,0.875722782176884,156,
16-09-2020 22:02:16.823,,,,,,,4041,,,,
16-09-2020 22:02:17.029,,,,1.46,,,,245,,,
16-09-2020 22:02:17.130,,62.766361036901,,,0.964076843111111,14.8245774126667,,,1.05660355413034,158,
16-09-2020 22:02:17.179,,,,,,,4083,,,,
16-09-2020 22:02:17.223,,,,1.45,,,,244,,,
16-09-2020 22:02:17.273,,63.015000036545,,,0.970403196944444,14.8309037665,,,1.07743723262264,159,
16-09-2020 22:02:17.336,,,,,,,4094,,,,
16-09-2020 22:02:17.383,,,,1.44,,,,243,,,
16-09-2020 22:02:17.432,,63.2893332512382,,,0.977421205194444,14.83792177475,,,1.08100646475593,159,
16-09-2020 22:02:17.477,,,,,,,4105,,,,
16-09-2020 22:02:17.523,,,,1.44,,,,243,,,
16-09-2020 22:02:17.594,,63.5691424886055,,,0.984591387416666,14.8450919569722,,,1.14389844341503,160,
16-09-2020 22:02:17.643,,,,,,,4126,,,,
16-09-2020 22:02:17.687,,,,1.43,,,,242,,,
16-09-2020 22:02:17.741,,63.822811349095,,,0.991127578527777,14.8516281480833,,,0.909975123646055,160,
16-09-2020 22:02:17.788,,,,,,,4138,,,,
16-09-2020 22:02:17.833,,,,1.43,,,,242,,,
16-09-2020 22:02:17.877,,64.058632086778,,,0.997209617388888,14.8577101869444,,,0.92083157868876,161,
16-09-2020 22:02:17.923,,,,,,,4147,,,,
16-09-2020 22:02:17.970,,,,1.42,,,,241,,,
16-09-2020 22:02:18.014,,64.2979646663906,,,1.00338727588889,14.8638878454444,,,1.43274965404827,162,
16-09-2020 22:02:18.062,,,,,,,4163,,,,
16-09-2020 22:02:18.110,,,,1.41,,,,240,,,
16-09-2020 22:02:18.156,,64.5441694832301,,,1.00977397288889,14.8702745424444,,,0.9878826316403,162,
16-09-2020 22:02:18.225,,,,,,,4176,,,,
16-09-2020 22:02:18.274,,,,1.41,,,,240,,,
16-09-2020 22:02:18.317,,64.8213054619078,,,1.01700183688889,14.8775024064444,,,0.964771987621512,162,
16-09-2020 22:02:18.468,,,,,,,4184,,,,
16-09-2020 22:02:18.514,,,,1.4,,,,239,,,
16-09-2020 22:02:18.562,,65.2463368327558,,,1.02812118977778,14.8886217593333,,,0.810586493048118,163,
16-09-2020 22:02:18.615,,,,,,,4210,,,,
16-09-2020 22:02:18.686,,,,1.39,,,,238,,,
16-09-2020 22:02:18.740,,65.5515236602867,,,1.03616512658333,14.8966656961389,,,0.382773507939297,163,
16-09-2020 22:02:18.788,,,,,,,4210,,,,
16-09-2020 22:02:18.835,,,,1.38,,,,237,,,
16-09-2020 22:02:18.882,,65.7970201927687,,,1.04264564125,14.9031462108056,,,0.765165538896831,164,
16-09-2020 22:02:18.952,,,,,,,4090,,,,
16-09-2020 22:02:18.999,,,,1.18,,,,217,,,
16-09-2020 22:02:19.070,,66.1158720960526,,,1.05114639913889,14.9116469686944,,,,163,
16-09-2020 22:02:19.121,,,,,,,3716,,,,
16-09-2020 22:02:19.170,,,,0.81,,,,180,,,
16-09-2020 22:02:19.240,,66.4002841753395,,,1.05880881463889,14.9193093841944,,,,162,
16-09-2020 22:02:19.289,,,,,,,3811,,,,
16-09-2020 22:02:19.335,,,,0.8,,,,179,,,
16-09-2020 22:02:19.381,,66.636192487287,,,1.06517174602778,14.9256723155833,,,,163,
16-09-2020 22:02:19.428,,,,,,,3589,,,,
16-09-2020 22:02:19.471,,,,1.09,,,,208,,,
16-09-2020 22:02:19.518,,66.8686088187708,,,1.07144453647222,14.9319451060278,,,,164,
16-09-2020 22:02:19.562,,,,,,,3348,,,,
16-09-2020 22:02:19.605,,,,1.52,,,,251,,,
16-09-2020 22:02:19.652,,67.0937464166751,,,1.07754957769444,14.93805014725,,,,164,
16-09-2020 22:02:19.698,,,,,,,3337,,,,
16-09-2020 22:02:19.743,,,,1.56,,,,255,,,
16-09-2020 22:02:19.788,,67.3227915839857,,,1.08376355561111,14.9442641251667,,,1.5210215521453,165,
16-09-2020 22:02:19.833,,,,,,,3351,,,,
16-09-2020 22:02:19.895,,,,1.56,,,,255,,,
16-09-2020 22:02:19.941,,67.5804384204085,,,1.09078829311111,14.9512888626667,,,0.991221484812911,165,
16-09-2020 22:02:19.987,,,,,,,3357,,,,
16-09-2020 22:02:20.034,,,,1.56,,,,255,,,
16-09-2020 22:02:20.076,,67.8087155388195,,,1.09701741083333,14.9575179803889,,,0.995740619924212,166,
16-09-2020 22:02:20.126,,,,,,,3365,,,,
16-09-2020 22:02:20.174,,,,1.56,,,,255,,,
16-09-2020 22:02:20.218,,68.0472065115688,,,1.10355614622222,14.9640567157778,,,0.98206033075517,166,
16-09-2020 22:02:20.265,,,,,,,3376,,,,
16-09-2020 22:02:20.311,,,,1.56,,,,255,,,
16-09-2020 22:02:20.463,,68.4602097190212,,,1.11490758155556,14.9754081511111,,,0.823344598992813,167,
16-09-2020 22:02:20.665,,,,,,,3399,,,,
16-09-2020 22:02:20.865,,,,1.56,,,,255,,,
16-09-2020 22:02:21.070,,69.4909538609569,,,1.14341606480556,15.0039166343611,,,0.984231470139854,169,
16-09-2020 22:02:21.214,,,,,,,3433,,,,
16-09-2020 22:02:21.260,,,,1.56,,,,255,,,
16-09-2020 22:02:21.305,,69.8877923224844,,,1.15450388980556,15.0150044593611,,,0.904336401565877,170,
16-09-2020 22:02:21.350,,,,,,,3443,,,,
16-09-2020 22:02:21.392,,,,1.56,,,,255,,,
16-09-2020 22:02:21.435,,70.1068601409662,,,1.16066255536111,15.0211631249167,,,0.912767545060299,170,
16-09-2020 22:02:21.480,,,,,,,3461,,,,
16-09-2020 22:02:21.525,,,,1.56,,,,255,,,
16-09-2020 22:02:21.571,,70.3364133673609,,,1.16711843236111,15.0276190019167,,,1.00229983711425,171,
16-09-2020 22:02:21.617,,,,,,,3467,,,,
16-09-2020 22:02:21.662,,,,1.56,,,,255,,,
16-09-2020 22:02:21.821,,70.7552305550603,,,1.17897332561111,15.0394738951667,,,0.740019271285855,171,
16-09-2020 22:02:21.871,,,,,,,3474,,,,
16-09-2020 22:02:21.918,,,,1.56,,,,255,,,
16-09-2020 22:02:21.961,,70.9915096207538,,,1.18567736005556,15.0461779296111,,,0.846692575798163,172,
16-09-2020 22:02:22.005,,,,,,,3489,,,,
16-09-2020 22:02:22.051,,,,1.56,,,,255,,,
16-09-2020 22:02:22.096,,71.2185063351069,,,1.19214787583333,15.0526484453889,,,0.840273615272356,172,
16-09-2020 22:02:22.147,,,,,,,3490,,,,
16-09-2020 22:02:22.198,,,,1.56,,,,255,,,
16-09-2020 22:02:22.244,,71.4649916399596,,,1.19920673672222,15.0597073062778,,,0.412709095968154,172,
16-09-2020 22:02:22.292,,,,,,,3499,,,,
16-09-2020 22:02:22.338,,,,1.56,,,,255,,,
16-09-2020 22:02:22.384,,71.6994812926323,,,1.20592658533333,15.0664271548889,,,0.986118605612514,173,
16-09-2020 22:02:22.455,,,,,,,3508,,,,
16-09-2020 22:02:22.525,,,,1.56,,,,255,,,
16-09-2020 22:02:22.576,,72.0192066406826,,,1.21513941680556,15.0756399863611,,,0.451859715415859,173,
16-09-2020 22:02:22.624,,,,,,,3520,,,,
16-09-2020 22:02:22.675,,,,1.56,,,,255,,,
16-09-2020 22:02:22.725,,72.2699774800685,,,1.22237650697222,15.0828770765278,,,0.883247130179922,174,
16-09-2020 22:02:22.774,,,,,,,3528,,,,
16-09-2020 22:02:22.819,,,,1.56,,,,255,,,
16-09-2020 22:02:22.864,,72.5007863446171,,,1.22906892397222,15.0895694935278,,,0.896480283933236,174,
16-09-2020 22:02:22.912,,,,,,,3540,,,,
16-09-2020 22:02:22.958,,,,1.56,,,,255,,,
16-09-2020 22:02:23.004,,72.7349150198657,,,1.23586096563889,15.0963615351944,,,0.896666068231733,175,
16-09-2020 22:02:23.054,,,,,,,3543,,,,
16-09-2020 22:02:23.099,,,,1.56,,,,255,,,
16-09-2020 22:02:23.144,,72.9686622165026,,,1.24267304966667,15.1031736192222,,,0.977997788160202,175,
16-09-2020 22:02:23.195,,,,,,,3556,,,,
16-09-2020 22:02:23.243,,,,1.56,,,,255,,,
16-09-2020 22:02:23.290,,73.2110408862366,,,1.24976971286111,15.1102702824167,,,0.492210522378105,175,
16-09-2020 22:02:23.336,,,,,,,3529,,,,
16-09-2020 22:02:23.386,,,,1.56,,,,255,,,
16-09-2020 22:02:23.431,,73.446893779191,,,1.25667949241667,15.1171800619722,,,0.979543699158621,176,
16-09-2020 22:02:23.483,,,,,,,3554,,,,
16-09-2020 22:02:23.530,,,,1.52,,,,251,,,
16-09-2020 22:02:23.577,,73.6890969789532,,,1.26380839686111,15.1243089664167,,,0.484574078477237,176,
16-09-2020 22:02:23.628,,,,,,,3573,,,,
16-09-2020 22:02:23.677,,,,1.55,,,,254,,,
16-09-2020 22:02:23.732,,73.9448734577206,,,1.27137347819444,15.13187404775,,,0.472519030325931,176,
16-09-2020 22:02:23.781,,,,,,,3570,,,,
16-09-2020 22:02:23.830,,,,1.56,,,,255,,,
16-09-2020 22:02:23.879,,74.1897265563988,,,1.27862129877778,15.1391218683333,,,0.942689298374266,177,
16-09-2020 22:02:23.927,,,,,,,3592,,,,
16-09-2020 22:02:23.979,,,,1.56,,,,255,,,
16-09-2020 22:02:24.029,,74.4372138582463,,,1.28598239936111,15.1464829689167,,,0.464761434795142,177,
16-09-2020 22:02:24.079,,,,,,,3588,,,,
16-09-2020 22:02:24.129,,,,1.56,,,,255,,,
16-09-2020 22:02:24.174,,74.6766847205771,,,1.29313887319444,15.15363944275,,,0.46494058775297,177,
16-09-2020 22:02:24.224,,,,,,,3601,,,,
16-09-2020 22:02:24.276,,,,1.56,,,,255,,,
16-09-2020 22:02:24.322,,74.9214972299056,,,1.30045938030556,15.1609599498611,,,0.940419355560709,178,
16-09-2020 22:02:24.374,,,,,,,3609,,,,
16-09-2020 22:02:24.492,,,,1.56,,,,255,,,
16-09-2020 22:02:24.701,,75.5487917549481,,,1.31929951813889,15.1798000876944,,,0.67571341518304,179,
16-09-2020 22:02:24.909,,,,,,,3636,,,,
16-09-2020 22:02:25.111,,,,1.56,,,,255,,,
16-09-2020 22:02:25.320,,76.5675587733181,,,1.35026016813889,15.2107607376944,,,0.645185599250965,180,
16-09-2020 22:02:25.371,,,,,,,3658,,,,
16-09-2020 22:02:25.423,,,,1.56,,,,255,,,
16-09-2020 22:02:25.476,,76.822029305342,,,1.35805662247222,15.2185571920278,,,0.853873779421587,181,
16-09-2020 22:02:25.525,,,,,,,3666,,,,
16-09-2020 22:02:25.596,,,,1.56,,,,255,,,
16-09-2020 22:02:25.668,,77.1366445694131,,,1.367748906,15.2282494755556,,,0.619133692782543,181,
16-09-2020 22:02:25.720,,,,,,,3681,,,,
16-09-2020 22:02:25.769,,,,1.56,,,,255,,,
16-09-2020 22:02:25.814,,77.3744366539159,,,1.37508344533333,15.2355840148889,,,0.749252313623712,182,
16-09-2020 22:02:25.864,,,,,,,3685,,,,
16-09-2020 22:02:25.913,,,,1.56,,,,255,,,
16-09-2020 22:02:25.959,,77.612128596902,,,1.38244841405556,15.2429489836111,,,0.869719165246328,182,
16-09-2020 22:02:26.007,,,,,,,3696,,,,
16-09-2020 22:02:26.057,,,,1.56,,,,255,,,
16-09-2020 22:02:26.105,,77.8487516511858,,,1.3898137215,15.2503142910556,,,0.441470557498556,182,
16-09-2020 22:02:26.153,,,,,,,3696,,,,
16-09-2020 22:02:26.204,,,,1.56,,,,255,,,
16-09-2020 22:02:26.255,,78.0911858842959,,,1.397394613,15.2578951825556,,,0.473718666328848,182,
16-09-2020 22:02:26.325,,,,,,,3600,,,,
16-09-2020 22:02:26.374,,,,1.53,,,,252,,,
16-09-2020 22:02:26.425,,78.3653817336392,,,1.40601130188889,15.2665118714444,,,0,182,
16-09-2020 22:02:26.472,,,,,,,3703,,,,
16-09-2020 22:02:26.518,,,,1,,,,199,,,
16-09-2020 22:02:26.564,,78.5846256542736,,,1.41296339625,15.2734639658056,,,-0.459662585598367,181,
16-09-2020 22:02:26.610,,,,,,,3658,,,,
16-09-2020 22:02:26.657,,,,0.71,,,,170,,,
16-09-2020 22:02:26.707,,78.8088301247116,,,1.42013415125,15.2806347208056,,,-0.922695262247709,180,
16-09-2020 22:02:26.758,,,,,,,3647,,,,
16-09-2020 22:02:26.810,,,,0.66,,,,165,,,
16-09-2020 22:02:26.862,,79.0495330064609,,,1.42786816625,15.2883687358056,,,-0.915504282921292,180,
16-09-2020 22:02:26.916,,,,,,,3641,,,,
16-09-2020 22:02:26.967,,,,0.63,,,,162,,,
16-09-2020 22:02:27.037,,79.3210548438937,,,1.43663668125,15.2971372508056,,,-0.908267242813277,180,
16-09-2020 22:02:27.086,,,,,,,3593,,,,
16-09-2020 22:02:27.138,,,,0.6,,,,159,,,
16-09-2020 22:02:27.188,,79.5483203446885,,,1.44407837175,15.3045789413056,,,-1.33525674396788,178,
16-09-2020 22:02:27.235,,,,,,,3569,,,,
16-09-2020 22:02:27.280,,,,0.58,,,,157,,,
16-09-2020 22:02:27.327,,79.7543886908463,,,1.45091932552778,15.3114198950833,,,-1.79057335824164,176,
16-09-2020 22:02:27.374,,,,,,,3536,,,,
16-09-2020 22:02:27.423,,,,0.56,,,,155,,,
16-09-2020 22:02:27.473,,79.9609419566563,,,1.45790897725,15.3184095468056,,,-3.18097655325813,173,
16-09-2020 22:02:27.527,,,,,,,3479,,,,
16-09-2020 22:02:27.575,,,,0.54,,,,153,,,
16-09-2020 22:02:27.627,,80.1771746078937,,,1.46529144658333,15.3257920161389,,,-3.76310749137802,172,
16-09-2020 22:02:27.674,,,,,,,3422,,,,
16-09-2020 22:02:27.743,,,,0.53,,,,152,,,
16-09-2020 22:02:27.787,,80.3926104374349,,,1.47280087238889,15.3333014419444,,,-4.16775167135178,169,
16-09-2020 22:02:27.833,,,,,,,3410,,,,
16-09-2020 22:02:27.880,,,,0.51,,,,150,,,
16-09-2020 22:02:27.979,,80.6465383625163,,,1.48174764238889,15.3422482119444,,,-3.40991508169125,168,
16-09-2020 22:02:28.025,,,,,,,3318,,,,
16-09-2020 22:02:28.068,,,,0.5,,,,149,,,
16-09-2020 22:02:28.087,,80.7824027259186,,,1.48666711394444,15.3471676835,,,-4.06966948586238,164,
16-09-2020 22:02:28.131,,,,,,,3305,,,,
16-09-2020 22:02:28.172,,,,0.5,,,,149,,,
16-09-2020 22:02:28.215,,80.9400873161538,,,1.49243129652778,15.3529318660833,,,-4.25855202417495,163,
16-09-2020 22:02:28.262,,,,,,,3240,,,,
16-09-2020 22:02:28.305,,,,0.5,,,,149,,,
16-09-2020 22:02:28.349,,81.1015497152769,,,1.49843060375,15.3589311733056,,,-3.95997690937464,161,
16-09-2020 22:02:28.392,,,,,,,3236,,,,
16-09-2020 22:02:28.439,,,,0.49,,,,148,,,
16-09-2020 22:02:28.484,,81.2592263144708,,,1.50438891233333,15.3648894818889,,,-4.95674545644884,159,
16-09-2020 22:02:28.634,,,,,,,3200,,,,
16-09-2020 22:02:28.839,,,,0.49,,,,148,,,
16-09-2020 22:02:29.041,,81.85509482563,,,1.52811383183333,15.3886144013889,,,-3.20202850718241,153,
16-09-2020 22:02:29.245,,,,,,,3008,,,,
16-09-2020 22:02:29.412,,,,0.48,,,,147,,,
16-09-2020 22:02:29.462,,82.2477288032177,,,1.54505020641667,15.4055507759722,,,-4.00762314043281,145,
16-09-2020 22:02:29.513,,,,,,,2907,,,,
16-09-2020 22:02:29.564,,,,0.47,,,,146,,,
16-09-2020 22:02:29.614,,82.384143510677,,,1.55109578961111,15.4115963591667,,,-3.95035291267816,143,
16-09-2020 22:02:29.665,,,,,,,2860,,,,
16-09-2020 22:02:29.717,,,,0.47,,,,146,,,
16-09-2020 22:02:29.768,,82.5120080300906,,,1.55701953330556,15.4175201028611,,,-4.32589721119702,139,
16-09-2020 22:02:29.818,,,,,,,2786,,,,
16-09-2020 22:02:29.867,,,,0.47,,,,146,,,
16-09-2020 22:02:29.916,,82.6307818675813,,,1.56266725936111,15.4231678289167,,,-5.08095904880382,137,
16-09-2020 22:02:29.964,,,,,,,2761,,,,
16-09-2020 22:02:30.010,,,,0.47,,,,146,,,
16-09-2020 22:02:30.059,,82.7427693670355,,,1.56807551091667,15.4285760804722,,,-4.18621349286937,136,
16-09-2020 22:02:30.137,,,,,,,2724,,,,
16-09-2020 22:02:30.184,,,,0.47,,,,146,,,
16-09-2020 22:02:30.231,,82.8712295198716,,,1.57445596186111,15.4349565314167,,,-4.05562566380453,134,
16-09-2020 22:02:30.279,,,,,,,2695,,,,
16-09-2020 22:02:30.326,,,,0.47,,,,146,,,
16-09-2020 22:02:30.373,,82.9731964714493,,,1.57967185386111,15.4401724234167,,,-3.21313562157062,132,
16-09-2020 22:02:30.422,,,,,,,2650,,,,
16-09-2020 22:02:30.466,,,,0.47,,,,146,,,
16-09-2020 22:02:30.511,,83.0698253004026,,,1.58469991769444,15.44520048725,,,-2.80149570735217,131,
16-09-2020 22:02:30.560,,,,,,,2625,,,,
16-09-2020 22:02:30.602,,,,0.47,,,,146,,,
