Device time,"Ambient air temperature (℃)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Distance travelled (km)","Distance travelled (total) (km)","Engine RPM (rpm)","Instant engine power (based on acceleration) (kW)","Intake manifold absolute pressure (kPa)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
18-09-2020 18:30:44.568,,,,0.17,,,,,117,,,
18-09-2020 18:30:44.672,,33.012820104296,,,0.503047280277778,16.8775758824167,,5.77700243762539,,2.64097232995189,13,
18-09-2020 18:30:44.725,,,,,,,1544,,,,,
18-09-2020 18:30:44.768,,,,0.22,,,,,122,,,
18-09-2020 18:30:44.809,,32.9654003159567,,,0.503580676777778,16.8781092789167,,5.67343557475078,,2.28344334780708,14,
18-09-2020 18:30:44.856,,,,,,,1640,,,,,
18-09-2020 18:30:44.901,,,,0.24,,,,,124,,,
18-09-2020 18:30:44.948,,32.9175743364398,,,0.504121331888889,16.8786499340278,,4.75430871436058,,1.81880775260257,14,
18-09-2020 18:30:44.994,,,,,,,1723,,,,,
18-09-2020 18:30:45.038,,,,0.27,,,,,127,,,
18-09-2020 18:30:45.085,,32.8731074759773,,,0.504692837305555,16.8792214394444,,5.27510630143764,,1.81780853946101,15,
18-09-2020 18:30:45.130,,,,,,,1771,,,,,
18-09-2020 18:30:45.177,,,,0.29,,,,,129,,,
18-09-2020 18:30:45.223,,32.8312370683383,,,0.505303920861111,16.879832523,,5.14756367262282,,1.51337783632734,16,
18-09-2020 18:30:45.271,,,,,,,1824,,,,,
18-09-2020 18:30:45.317,,,,0.33,,,,,133,,,
18-09-2020 18:30:45.362,,32.7890183663394,,,0.505923135527778,16.8804517376667,,4.00025503647045,,1.005890353083,16,
18-09-2020 18:30:45.408,,,,,,,1880,,,,,
18-09-2020 18:30:45.478,,,,0.35,,,,,135,,,
18-09-2020 18:30:45.527,,32.7422983726285,,,0.506701609444444,16.8812302115833,,5.5327524023917,,1.4413746239886,17,
18-09-2020 18:30:45.576,,,,,,,1894,,,,,
18-09-2020 18:30:45.625,,,,0.38,,,,,138,,,
18-09-2020 18:30:45.673,,32.7010077274275,,,0.507393473083333,16.8819220752222,,4.34131944764263,,0.945369980562815,17,
18-09-2020 18:30:45.721,,,,,,,1879,,,,,
18-09-2020 18:30:45.767,,,,0.38,,,,,138,,,
18-09-2020 18:30:45.815,,32.6609846454103,,,0.508067547166666,16.8825961493055,,3.19658585498665,,0.46880671682261,17,
18-09-2020 18:30:45.864,,,,,,,1747,,,,,
18-09-2020 18:30:45.915,,,,0.36,,,,,136,,,
18-09-2020 18:30:45.965,,32.6194337040188,,,0.508770998666666,16.8832996008055,,3.17697632710192,,0.460643087599962,17,
18-09-2020 18:30:46.013,,,,,,,1570,,,,,
18-09-2020 18:30:46.061,,,,0.33,,,,,133,,,
18-09-2020 18:30:46.112,,32.5783546714563,,,0.509470188833333,16.8839987909722,,2.07048395406011,,0,17,
18-09-2020 18:30:46.165,,,,,,,1389,,,,,
18-09-2020 18:30:46.219,,,,0.31,,,,,131,,,
18-09-2020 18:30:46.270,,32.5346147474526,,,0.510218757388889,16.8847473595278,,2.07048395406011,,0,17,
18-09-2020 18:30:46.322,,,,,,,1221,,,,,
18-09-2020 18:30:46.373,,,,0.28,,,,,128,,,
18-09-2020 18:30:46.422,,32.493333586377,,,0.510929068388889,16.8854576705278,,2.07048395406011,,0,17,
18-09-2020 18:30:46.468,,,,,,,1023,,,,,
18-09-2020 18:30:46.520,,,,0.26,,,,,126,,,
18-09-2020 18:30:46.574,,32.4517913186906,,,0.511647750472222,16.8861763526111,,2.07048395406011,,0,17,
18-09-2020 18:30:46.619,,,,,,,1092,,,,,
18-09-2020 18:30:46.694,,,,0.23,,,,,123,,,
18-09-2020 18:30:46.761,,32.4009582747678,,,0.512532399305555,16.8870610014444,,2.07048395406011,,0,17,
18-09-2020 18:30:46.810,,,,,,,1066,,,,,
18-09-2020 18:30:46.859,,,,0.23,,,,,123,,,
18-09-2020 18:30:46.905,,32.3646217513804,,,0.513252651305555,16.8877812534444,,3.57170077621834,,0.437973370378172,18,
18-09-2020 18:30:46.954,,,,,,,1094,,,,,
18-09-2020 18:30:47.003,,,,0.23,,,,,123,,,
18-09-2020 18:30:47.051,,32.3304522454549,,,0.514024982833333,16.8885535849722,,5.26328726149336,,0.883801023158769,19,
18-09-2020 18:30:47.100,,,,,,,1157,,,,,
18-09-2020 18:30:47.148,,,,0.23,,,,,123,,,
18-09-2020 18:30:47.196,,32.2995736145273,,,0.514823346166666,16.8893519483055,,7.1582530541393,,1.34001367671559,20,
18-09-2020 18:30:47.241,,,,,,,1170,,,,,
18-09-2020 18:30:47.461,,,,0.24,,,,,124,,,
18-09-2020 18:30:47.663,,32.2073272618509,,,0.517578034,16.8921066361389,,7.55483501170785,,1.23076047532856,21,
18-09-2020 18:30:47.867,,,,,,,1342,,,,,
18-09-2020 18:30:48.067,,,,0.31,,,,,131,,,
18-09-2020 18:30:48.167,,32.1371831886114,,,0.520902941333333,16.8954315434722,,10.3028056060576,,1.32019234991307,24,
18-09-2020 18:30:48.213,,,,,,,1484,,,,,
18-09-2020 18:30:48.257,,,,0.36,,,,,136,,,
18-09-2020 18:30:48.302,,32.1207088666713,,,0.521840480222222,16.8963690823611,,11.2895421849647,,1.33185614504574,25,
18-09-2020 18:30:48.352,,,,,,,1533,,,,,
18-09-2020 18:30:48.401,,,,0.39,,,,,139,,,
18-09-2020 18:30:48.451,,32.105143361882,,,0.522917439944444,16.8974460420833,,12.2855184528815,,1.327930673945,26,
18-09-2020 18:30:48.496,,,,,,,1580,,,,,
18-09-2020 18:30:48.540,,,,0.44,,,,,144,,,
18-09-2020 18:30:48.585,,32.0935183395326,,,0.523920984944444,16.8984495870833,,15.1940113217793,,1.80837352895595,27,
18-09-2020 18:30:48.631,,,,,,,1627,,,,,
18-09-2020 18:30:48.675,,,,0.48,,,,,148,,,
18-09-2020 18:30:48.721,,32.0840420446924,,,0.524981623388889,16.8995102255278,,17.1809773503056,,2.00431834395843,28,
18-09-2020 18:30:48.766,,,,,,,1670,,,,,
18-09-2020 18:30:48.814,,,,0.52,,,,,152,,,
18-09-2020 18:30:48.858,,32.0769074127965,,,0.526081828611111,16.90061043075,,18.4691972731408,,1.99894703466002,29,
18-09-2020 18:30:48.905,,,,,,,1719,,,,,
18-09-2020 18:30:48.953,,,,0.57,,,,,157,,,
18-09-2020 18:30:48.999,,32.071972483918,,,0.527253710277778,16.9017823124167,,19.9832298586709,,2.02990607847865,30,
18-09-2020 18:30:49.044,,,,,,,1766,,,,,
18-09-2020 18:30:49.089,,,,0.62,,,,,162,,,
18-09-2020 18:30:49.138,,32.0671003264873,,,0.528415903611111,16.90294450575,,17.7650417577547,,1.50661639630134,30,
18-09-2020 18:30:49.184,,,,,,,1813,,,,,
18-09-2020 18:30:49.229,,,,0.67,,,,,167,,,
18-09-2020 18:30:49.275,,32.0646490491395,,,0.529592004861111,16.904120607,,19.1505046533895,,1.50578797794539,31,
18-09-2020 18:30:49.322,,,,,,,1857,,,,,
18-09-2020 18:30:49.367,,,,0.72,,,,,172,,,
18-09-2020 18:30:49.415,,32.0644972347407,,,0.530839587083333,16.9053681892222,,20.5725388292128,,1.49576342957733,32,
18-09-2020 18:30:49.483,,,,,,,1909,,,,,
18-09-2020 18:30:49.528,,,,0.77,,,,,177,,,
18-09-2020 18:30:49.571,,32.0643249753656,,,0.532225503527778,16.9067541056667,,18.1986506336624,,0.970744045994785,32,
18-09-2020 18:30:49.616,,,,,,,1948,,,,,
18-09-2020 18:30:49.660,,,,0.8,,,,,180,,,
18-09-2020 18:30:49.708,,32.0687388244877,,,0.533514899694444,16.9080435018333,,25.9382575516588,,1.95132212318287,34,
18-09-2020 18:30:49.752,,,,,,,1988,,,,,
18-09-2020 18:30:49.796,,,,0.83,,,,,183,,,
18-09-2020 18:30:49.842,,32.0730568847334,,,0.53478255475,16.9093111568889,,23.6251761822,,1.46984345696833,34,
18-09-2020 18:30:49.886,,,,,,,1977,,,,,
18-09-2020 18:30:49.931,,,,0.85,,,,,185,,,
18-09-2020 18:30:49.978,,32.0774062281608,,,0.536065101805555,16.9105937039444,,21.3100974825302,,0.987949037162652,34,
18-09-2020 18:30:50.024,,,,,,,1997,,,,,
18-09-2020 18:30:50.067,,,,0.65,,,,,165,,,
18-09-2020 18:30:50.216,,32.088958227811,,,0.538386294027778,16.9129148961667,,24.4570648485326,,1.29175494519962,35,
18-09-2020 18:30:50.263,,,,,,,1799,,,,,
18-09-2020 18:30:50.309,,,,0.44,,,,,144,,,
18-09-2020 18:30:50.355,,32.0933258571894,,,0.539692724194444,16.9142213263333,,,,,34,
18-09-2020 18:30:50.399,,,,,,,1614,,,,,
18-09-2020 18:30:50.444,,,,0.41,,,,,141,,,
18-09-2020 18:30:50.489,,32.0975427306402,,,0.54095999675,16.9154885988889,,,,,34,
18-09-2020 18:30:50.533,,,,,,,1541,,,,,
18-09-2020 18:30:50.600,,,,0.38,,,,,138,,,
18-09-2020 18:30:50.646,,32.1050312653102,,,0.542486470222222,16.9170150723611,,,,,35,
18-09-2020 18:30:50.692,,,,,,,1242,,,,,
18-09-2020 18:30:50.736,,,,0.38,,,,,138,,,
18-09-2020 18:30:50.781,,32.1114752446534,,,0.543805955638889,16.9183345577778,,,,,35,
18-09-2020 18:30:50.828,,,,,,,1327,,,,,
18-09-2020 18:30:50.876,,,,0.37,,,,,137,,,
18-09-2020 18:30:50.925,,32.1182672905357,,,0.545202832861111,16.919731435,,20.477388877211,,0.487035077532575,35,
18-09-2020 18:30:50.971,,,,,,,1314,,,,,
18-09-2020 18:30:51.017,,,,0.38,,,,,138,,,
18-09-2020 18:30:51.064,,32.124781886197,,,0.546549245916667,16.9210778480555,,20.4585763322098,,0.483231042019896,35,
18-09-2020 18:30:51.109,,,,,,,1344,,,,,
18-09-2020 18:30:51.156,,,,0.38,,,,,138,,,
18-09-2020 18:30:51.204,,32.1336578073544,,,0.547955283916667,16.9224838860555,,22.1948456034542,,0.497889674698205,36,
18-09-2020 18:30:51.252,,,,,,,1356,,,,,
18-09-2020 18:30:51.321,,,,0.39,,,,,139,,,
18-09-2020 18:30:51.368,,32.143952790075,,,0.549594302916667,16.9241229050555,,22.0719319576183,,0.47372601809406,36,
18-09-2020 18:30:51.576,,,,,,,1383,,,,,
18-09-2020 18:30:51.780,,,,0.41,,,,,141,,,
18-09-2020 18:30:51.979,,32.20161646026,,,0.556056136416667,16.9305847385555,,27.3688128135736,,0.790441150897492,38,
18-09-2020 18:30:52.184,,,,,,,1493,,,,,
18-09-2020 18:30:52.261,,,,0.63,,,,,163,,,
18-09-2020 18:30:52.310,,32.2482697657592,,,0.559830252472222,16.9343588546111,,36.7893418312596,,1.33673666488212,41,
18-09-2020 18:30:52.359,,,,,,,1554,,,,,
18-09-2020 18:30:52.407,,,,0.7,,,,,170,,,
18-09-2020 18:30:52.456,,32.2684765445808,,,0.561477372805556,16.9360059749444,,35.4703756478916,,1.10906191958353,41,
18-09-2020 18:30:52.505,,,,,,,1593,,,,,
18-09-2020 18:30:52.554,,,,0.77,,,,,177,,,
18-09-2020 18:30:52.603,,32.2936110360084,,,0.563233845166667,16.9377624473055,,43.0700721235544,,1.5740256765322,43,
18-09-2020 18:30:52.650,,,,,,,1632,,,,,
18-09-2020 18:30:52.702,,,,0.87,,,,,187,,,
18-09-2020 18:30:52.755,,32.321830016939,,,0.5650882545,16.9396168566389,,49.2606360568261,,2.14916577336591,44,
18-09-2020 18:30:52.802,,,,,,,1681,,,,,
18-09-2020 18:30:52.855,,,,0.97,,,,,197,,,
18-09-2020 18:30:52.903,,32.352021034743,,,0.566966292,16.9414948941389,,50.3220662452909,,1.87457513926078,45,
18-09-2020 18:30:52.952,,,,,,,1729,,,,,
18-09-2020 18:30:53.003,,,,1.11,,,,,211,,,
18-09-2020 18:30:53.051,,32.3840026015805,,,0.568859795111111,16.94338839725,,56.1798129544215,,2.33234667605427,46,
18-09-2020 18:30:53.102,,,,,,,1779,,,,,
18-09-2020 18:30:53.161,,,,1.26,,,,,226,,,
18-09-2020 18:30:53.211,,32.4232844878773,,,0.570986172444445,16.9455147745833,,62.0983512859519,,2.28412643410934,48,
18-09-2020 18:30:53.261,,,,,,,1839,,,,,
18-09-2020 18:30:53.311,,,,1.44,,,,,244,,,
18-09-2020 18:30:53.361,,32.4621711522531,,,0.573015224333334,16.9475438264722,,65.4436450938817,,2.29113479118057,49,
18-09-2020 18:30:53.409,,,,,,,1899,,,,,
18-09-2020 18:30:53.455,,,,1.55,,,,,255,,,
18-09-2020 18:30:53.504,,32.5040942789521,,,0.575055732916667,16.9495843350555,,75.8871236963776,,2.77318307561866,51,
18-09-2020 18:30:53.554,,,,,,,1951,,,,,
18-09-2020 18:30:53.607,,,,1.55,,,,,255,,,
18-09-2020 18:30:53.652,,32.5486150230093,,,0.577161355916667,16.9516899580555,,79.646187004183,,2.77507531693164,52,
18-09-2020 18:30:53.699,,,,,,,2024,,,,,
18-09-2020 18:30:53.746,,,,1.55,,,,,255,,,
18-09-2020 18:30:53.791,,32.5955269473072,,,0.579260149916667,16.9537887520555,,88.2949268349165,,2.87479888625691,54,
18-09-2020 18:30:53.842,,,,,,,2072,,,,,
18-09-2020 18:30:53.889,,,,1.55,,,,,255,,,
18-09-2020 18:30:53.934,,32.6474914510615,,,0.581474638805556,16.9560032409444,,100.850253668615,,3.39208719098449,56,
18-09-2020 18:30:53.981,,,,,,,2133,,,,,
18-09-2020 18:30:54.028,,,,1.55,,,,,255,,,
18-09-2020 18:30:54.073,,32.7002594850999,,,0.583679240472222,16.9582078426111,,101.630018753706,,2.92827089176332,57,
18-09-2020 18:30:54.121,,,,,,,2203,,,,,
18-09-2020 18:30:54.167,,,,1.55,,,,,255,,,
18-09-2020 18:30:54.213,,32.7571031716707,,,0.585960309944445,16.9604889120833,,115.467349978341,,3.46840202513454,59,
18-09-2020 18:30:54.258,,,,,,,2251,,,,,
18-09-2020 18:30:54.329,,,,1.55,,,,,255,,,
18-09-2020 18:30:54.375,,32.8255925554965,,,0.588665401611111,16.96319400375,,115.220446409793,,2.85350797715276,60,
18-09-2020 18:30:54.441,,,,,,,2323,,,,,
18-09-2020 18:30:54.487,,,,1.55,,,,,255,,,
18-09-2020 18:30:54.534,,32.8995621887269,,,0.591441906111111,16.96597050825,,134.253147731814,,3.24384726513832,63,
18-09-2020 18:30:54.581,,,,,,,2398,,,,,
18-09-2020 18:30:54.632,,,,1.55,,,,,255,,,
18-09-2020 18:30:54.679,,32.9691301527446,,,0.594021212777778,16.9685498149167,,139.52261150341,,3.21211915302769,64,
18-09-2020 18:30:54.724,,,,,,,2459,,,,,
18-09-2020 18:30:54.770,,,,1.55,,,,,255,,,
18-09-2020 18:30:54.815,,33.0398847756516,,,0.596573973611111,16.97110257575,,151.269451778262,,3.22874273274586,66,
18-09-2020 18:30:54.868,,,,,,,2514,,,,,
18-09-2020 18:30:55.012,,,,1.55,,,,,255,,,
18-09-2020 18:30:55.060,,33.1709982473584,,,0.601196143277778,16.9757247454167,,163.660221602032,,3.24193066437501,68,
18-09-2020 18:30:55.130,,,,,,,2620,,,,,
18-09-2020 18:30:55.179,,,,1.55,,,,,255,,,
18-09-2020 18:30:55.227,,33.2662855290886,,,0.604445710722222,16.9789743128611,,182.991417182273,,3.20541037370485,71,
18-09-2020 18:30:55.275,,,,,,,2681,,,,,
18-09-2020 18:30:55.321,,,,1.55,,,,,255,,,
18-09-2020 18:30:55.367,,33.3490687874834,,,0.607247668722222,16.9817762708611,,190.130721493349,,3.22732240823379,72,
18-09-2020 18:30:55.414,,,,,,,2741,,,,,
18-09-2020 18:30:55.459,,,,1.55,,,,,255,,,
18-09-2020 18:30:55.669,,33.5358146892035,,,0.613466523888889,16.9879951260278,,197.978628498132,,2.60186929738549,74,
18-09-2020 18:30:55.872,,,,,,,2893,,,,,
18-09-2020 18:30:56.075,,,,1.55,,,,,255,,,
18-09-2020 18:30:56.275,,33.9681461794266,,,0.627086991138889,17.0016155932778,,257.989222548005,,2.97281722701664,81,
18-09-2020 18:30:56.387,,,,,,,3138,,,,,
18-09-2020 18:30:56.437,,,,1.55,,,,,255,,,
18-09-2020 18:30:56.459,,34.1069574107456,,,0.631401210138889,17.0059298122778,,284.555167565822,,2.92965800975261,84,
18-09-2020 18:30:56.508,,,,,,,3185,,,,,
18-09-2020 18:30:56.557,,,,1.55,,,,,255,,,
18-09-2020 18:30:56.603,,34.2188557225903,,,0.634841683138889,17.0093702852778,,306.290607808472,,3.14672524394605,86,
18-09-2020 18:30:56.652,,,,,,,3237,,,,,
18-09-2020 18:30:56.703,,,,1.55,,,,,255,,,
18-09-2020 18:30:56.750,,34.3346380032909,,,0.638390094138889,17.0129186962778,,318.57945602758,,3.34069025280329,87,
18-09-2020 18:30:56.797,,,,,,,3299,,,,,
18-09-2020 18:30:56.844,,,,1.55,,,,,255,,,
18-09-2020 18:30:56.892,,34.4503587123638,,,0.641900597777778,17.0164291999167,,342.390256592994,,3.60187976341845,89,
18-09-2020 18:30:56.942,,,,,,,3354,,,,,
18-09-2020 18:30:57.003,,,,1.55,,,,,255,,,
18-09-2020 18:30:57.051,,34.5811087078541,,,0.645856952777778,17.0203855549167,,343.069453124856,,2.81888987719168,90,
18-09-2020 18:30:57.102,,,,,,,3418,,,,,
18-09-2020 18:30:57.150,,,,1.55,,,,,255,,,
18-09-2020 18:30:57.193,,34.7026800512726,,,0.649502687888889,17.0240312900278,,364.867782885913,,2.82363837098655,92,
18-09-2020 18:30:57.240,,,,,,,3467,,,,,
18-09-2020 18:30:57.286,,,,1.55,,,,,255,,,
18-09-2020 18:30:57.331,,34.8211253652809,,,0.653046354722222,17.0275749568611,,376.699340767474,,2.87043246739275,93,
18-09-2020 18:30:57.376,,,,,,,3510,,,,,
18-09-2020 18:30:57.425,,,,1.55,,,,,255,,,
18-09-2020 18:30:57.470,,34.9440016421423,,,0.656714409666667,17.0312430118055,,381.945243790505,,2.40269207615411,94,
18-09-2020 18:30:57.518,,,,,,,3566,,,,,
18-09-2020 18:30:57.566,,,,1.55,,,,,255,,,
18-09-2020 18:30:57.613,,35.0723467233898,,,0.660514916333333,17.0350435184722,,413.08824530389,,2.96612683158332,96,
18-09-2020 18:30:57.662,,,,,,,3618,,,,,
18-09-2020 18:30:57.712,,,,1.55,,,,,255,,,
18-09-2020 18:30:57.757,,35.2028932709677,,,0.664373961638889,17.0389025637778,,418.418495608706,,2.46544092833121,97,
18-09-2020 18:30:57.803,,,,,,,3659,,,,,
18-09-2020 18:30:57.847,,,,1.55,,,,,255,,,
18-09-2020 18:30:57.892,,35.330045255692,,,0.668105362388889,17.0426339645278,,450.459022438374,,2.9700350784903,99,
18-09-2020 18:30:57.941,,,,,,,3714,,,,,
18-09-2020 18:30:57.986,,,,1.55,,,,,255,,,
18-09-2020 18:30:58.038,,35.4683582849191,,,0.672158487388889,17.0466870895278,,462.931987708401,,2.93722659193422,100,
18-09-2020 18:30:58.088,,,,,,,3761,,,,,
18-09-2020 18:30:58.140,,,,1.55,,,,,255,,,
18-09-2020 18:30:58.211,,35.6374493621253,,,0.677083801055556,17.0516124031944,,487.361839593812,,2.7849224964424,102,
18-09-2020 18:30:58.283,,,,,,,3816,,,,,
18-09-2020 18:30:58.329,,,,1.55,,,,,255,,,
18-09-2020 18:30:58.380,,35.8014761222653,,,0.6818604375,17.0563890396389,,499.428037793699,,2.674273584392,103,
18-09-2020 18:30:58.424,,,,,,,3872,,,,,
18-09-2020 18:30:58.471,,,,1.55,,,,,255,,,
18-09-2020 18:30:58.520,,35.9420801991662,,,0.685952594833334,17.0604811969722,,506.549970793584,,2.21156918193561,104,
18-09-2020 18:30:58.570,,,,,,,3915,,,,,
18-09-2020 18:30:58.614,,,,1.54,,,,,254,,,
18-09-2020 18:30:58.660,,36.0831660280623,,,0.690055029416667,17.0645836315555,,520.949419436743,,2.23047569604983,105,
18-09-2020 18:30:58.711,,,,,,,3959,,,,,
18-09-2020 18:30:58.766,,,,1.52,,,,,252,,,
18-09-2020 18:30:58.813,,36.2382840547319,,,0.694540692333334,17.0690692944722,,551.169014242244,,2.30834721065509,107,
18-09-2020 18:30:58.859,,,,,,,4003,,,,,
18-09-2020 18:30:58.905,,,,1.49,,,,,249,,,
18-09-2020 18:30:58.950,,36.3804036240351,,,0.698648232333334,17.0731768344722,,568.05098100968,,2.4358202766059,108,
18-09-2020 18:30:58.995,,,,,,,4049,,,,,
18-09-2020 18:30:59.040,,,,1.48,,,,,248,,,
18-09-2020 18:30:59.085,,36.5214225747488,,,0.702720938611111,17.07724954075,,583.627877616987,,2.45848629543366,109,
18-09-2020 18:30:59.130,,,,,,,4088,,,,,
18-09-2020 18:30:59.176,,,,1.45,,,,,245,,,
18-09-2020 18:30:59.222,,36.6667382646297,,,0.706915070555556,17.0814436726944,,599.357981706452,,2.4728646625701,110,
18-09-2020 18:30:59.268,,,,,,,4127,,,,,
18-09-2020 18:30:59.313,,,,1.43,,,,,243,,,
18-09-2020 18:30:59.355,,36.8094416904714,,,0.711031345222222,17.0855599473611,,608.479300445088,,2.04787967248834,111,
18-09-2020 18:30:59.403,,,,,,,4165,,,,,
18-09-2020 18:30:59.452,,,,1.41,,,,,241,,,
18-09-2020 18:30:59.471,,36.9346477193133,,,0.714639895,17.0891684971389,,625.804880743651,,2.13117378935849,112,
18-09-2020 18:30:59.519,,,,,,,4195,,,,,
18-09-2020 18:30:59.560,,,,1.4,,,,,240,,,
18-09-2020 18:30:59.766,,37.2557505610559,,,0.723908936583334,17.0984375387222,,634.114635490892,,1.6305900254134,113,
18-09-2020 18:30:59.970,,,,,,,4290,,,,,
18-09-2020 18:31:00.172,,,,1.32,,,,,232,,,
18-09-2020 18:31:00.374,,37.9482676014671,,,0.743824588833334,17.1183531909722,,702.866649255809,,1.6876187426629,117,
18-09-2020 18:31:00.459,,,,,,,4439,,,,,
18-09-2020 18:31:00.508,,,,1.27,,,,,227,,,
18-09-2020 18:31:00.577,,38.1748615171662,,,0.750363784277778,17.1248923864167,,740.760683148192,,1.81895588312586,119,
18-09-2020 18:31:00.623,,,,,,,4481,,,,,
18-09-2020 18:31:00.665,,,,1.24,,,,,224,,,
18-09-2020 18:31:00.712,,38.3324087401384,,,0.754896444277778,17.1294250464167,,781.036603149056,,2.01486876434385,121,
18-09-2020 18:31:00.755,,,,,,,4512,,,,,
18-09-2020 18:31:00.802,,,,1.23,,,,,223,,,
18-09-2020 18:31:00.841,,38.4833581858894,,,0.759255573472223,17.1337841756111,,781.926235572725,,2.06690313278648,121,
18-09-2020 18:31:00.910,,,,,,,4549,,,,,
18-09-2020 18:31:00.960,,,,1.2,,,,,220,,,
18-09-2020 18:31:01.006,,38.6779847969591,,,0.764856805555556,17.1393854076944,,830.078297852438,,2.6383639863738,123,
18-09-2020 18:31:01.052,,,,,,,4578,,,,,
18-09-2020 18:31:01.266,,,,1.18,,,,,218,,,
18-09-2020 18:31:01.313,,39.0443289243619,,,0.775430654111111,17.14995925625,,836.584571571864,,1.88783909932254,124,
18-09-2020 18:31:01.359,,,,,,,4631,,,,,
18-09-2020 18:31:01.404,,,,1.13,,,,,213,,,
18-09-2020 18:31:01.450,,39.2093782910602,,,0.780206688833334,17.1547352909722,,849.693427120596,,1.50539579768462,125,
18-09-2020 18:31:01.496,,,,,,,4566,,,,,
18-09-2020 18:31:01.541,,,,0.99,,,,,199,,,
18-09-2020 18:31:01.585,,39.3707677085181,,,0.784894709666667,17.1594233118055,,849.481367117064,,1.49338937008134,125,
18-09-2020 18:31:01.632,,,,,,,4413,,,,,
18-09-2020 18:31:01.678,,,,0.7,,,,,170,,,
18-09-2020 18:31:01.726,,39.5363663688868,,,0.789741428777778,17.1642700309167,,,,,124,
18-09-2020 18:31:01.773,,,,,,,4134,,,,,
18-09-2020 18:31:01.819,,,,0.54,,,,,154,,,
18-09-2020 18:31:01.865,,39.6994744943604,,,0.794533918555556,17.1690625206944,,803.507914812451,,0,124,
18-09-2020 18:31:01.911,,,,,,,3868,,,,,
18-09-2020 18:31:01.957,,,,0.47,,,,,147,,,
18-09-2020 18:31:02.004,,39.8612385870222,,,0.799305163,17.1738337651389,,794.713269097687,,-0.501951456756491,124,
18-09-2020 18:31:02.049,,,,,,,3649,,,,,
18-09-2020 18:31:02.118,,,,0.45,,,,,145,,,
18-09-2020 18:31:02.163,,40.0446366002489,,,0.80475796825,17.1792865703889,,767.519624262478,,-0.961179922942975,123,
18-09-2020 18:31:02.210,,,,,,,3380,,,,,
18-09-2020 18:31:02.256,,,,0.46,,,,,146,,,
18-09-2020 18:31:02.303,,40.202802433339,,,0.80949879675,17.1840273988889,,748.654665953884,,-0.962829078370185,122,
18-09-2020 18:31:02.350,,,,,,,3163,,,,,
18-09-2020 18:31:02.396,,,,0.47,,,,,147,,,
18-09-2020 18:31:02.443,,40.3610508928123,,,0.814260507583334,17.1887891097222,,748.699893409232,,-0.960205419433955,122,
18-09-2020 18:31:02.490,,,,,,,2948,,,,,
18-09-2020 18:31:02.538,,,,0.49,,,,,149,,,
18-09-2020 18:31:02.607,,40.5400812994331,,,0.81971513425,17.1942437363889,,697.002819327022,,-1.84171749438608,120,
18-09-2020 18:31:02.655,,,,,,,2709,,,,,
18-09-2020 18:31:02.704,,,,0.51,,,,,151,,,
18-09-2020 18:31:02.749,,40.6948998290917,,,0.82445188425,17.1989804863889,,704.123969479492,,-1.42173232738378,120,
18-09-2020 18:31:02.797,,,,,,,2506,,,,,
18-09-2020 18:31:02.844,,,,0.52,,,,,152,,,
18-09-2020 18:31:02.890,,40.8416134039639,,,0.82901819275,17.2035467948889,,635.852091707216,,-2.36605085744926,117,
18-09-2020 18:31:02.939,,,,,,,2304,,,,,
18-09-2020 18:31:02.982,,,,0.53,,,,,153,,,
18-09-2020 18:31:03.026,,40.9816156140464,,,0.833412449972222,17.2079410521111,,610.929652499461,,-2.86008040486841,116,
18-09-2020 18:31:03.073,,,,,,,2101,,,,,
18-09-2020 18:31:03.116,,,,0.53,,,,,153,,,
18-09-2020 18:31:03.162,,41.1184994089887,,,0.837745410388889,17.2122740125278,,600.258253405663,,-2.50372413943396,115,
18-09-2020 18:31:03.207,,,,,,,1933,,,,,
18-09-2020 18:31:03.251,,,,0.51,,,,,151,,,
18-09-2020 18:31:03.295,,41.2482939568521,,,0.841910075611111,17.21643867775,,551.13033423036,,-3.5667670253,113,
18-09-2020 18:31:03.340,,,,,,,1762,,,,,
18-09-2020 18:31:03.400,,,,0.48,,,,,148,,,
18-09-2020 18:31:03.445,,41.3910147424339,,,0.846555296111111,17.22108389825,,529.279660950865,,-3.0018168796846,111,
18-09-2020 18:31:03.491,,,,,,,1579,,,,,
18-09-2020 18:31:03.536,,,,0.46,,,,,146,,,
18-09-2020 18:31:03.580,,41.5159528126959,,,0.850659649722222,17.2251882518611,,514.12097890039,,-3.01117440800462,110,
18-09-2020 18:31:03.623,,,,,,,1428,,,,,
18-09-2020 18:31:03.839,,,,0.43,,,,,143,,,
18-09-2020 18:31:04.045,,41.914711449966,,,0.864259092222222,17.2387876943611,,441.190695486314,,-3.145458613276,105,
18-09-2020 18:31:04.247,,,,,,,965,,,,,
18-09-2020 18:31:04.452,,,,0.27,,,,,127,,,
18-09-2020 18:31:04.554,,42.2898039552765,,,0.877971656194445,17.2525002583333,,336.274136278319,,-3.52792876871917,97,
18-09-2020 18:31:04.603,,,,,,,926,,,,,
18-09-2020 18:31:04.650,,,,0.22,,,,,122,,,
18-09-2020 18:31:04.715,,42.4025206205889,,,0.882198082166667,17.2567266843055,,314.334087216614,,-3.50057386220038,95,
18-09-2020 18:31:04.763,,,,,,,921,,,,,
