Device time,"Ambient air temperature (℃)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Distance travelled (km)","Distance travelled (total) (km)","Engine RPM (rpm)","Instant engine power (based on acceleration) (kW)","Intake manifold absolute pressure (kPa)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
18-09-2020 18:29:49.427,,,,,,,,0,,0.00588572365356658,0,
18-09-2020 18:29:49.557,,,,,,,768,,,,,
18-09-2020 18:29:49.685,,,,0.05,,,,,105,,,
18-09-2020 18:29:49.815,,,,,0,16.3745286021389,,0,,0.00588901558218636,0,
18-09-2020 18:29:49.945,,,,,,,770,,,,,
18-09-2020 18:29:50.152,,,,0.05,,,,,105,,,
18-09-2020 18:29:50.355,,0,,,0,16.3745286021389,,0,,0.00589458755153683,0,
18-09-2020 18:29:50.558,,,,,,,767,,,,,
18-09-2020 18:29:50.760,,,,0.05,,,,,105,,,
18-09-2020 18:29:50.840,,0,,,0,16.3745286021389,,0,,0.00589950282086285,0,
18-09-2020 18:29:50.891,,,,,,,769,,,,,
18-09-2020 18:29:50.939,,,,0.05,,,,,105,,,
18-09-2020 18:29:50.988,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:51.059,,,,,,,768,,,,,
18-09-2020 18:29:51.108,,,,0.05,,,,,105,,,
18-09-2020 18:29:51.157,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:51.206,,,,,,,766,,,,,
18-09-2020 18:29:51.261,,,,0.05,,,,,105,,,
18-09-2020 18:29:51.306,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:51.355,,,,,,,770,,,,,
18-09-2020 18:29:51.407,,,,0.05,,,,,105,,,
18-09-2020 18:29:51.562,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:51.613,,,,,,,769,,,,,
18-09-2020 18:29:51.662,,,,0.04,,,,,104,,,
18-09-2020 18:29:51.725,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:51.773,,,,,,,767,,,,,
18-09-2020 18:29:51.820,,,,0.04,,,,,104,,,
18-09-2020 18:29:51.866,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:51.915,,,,,,,770,,,,,
18-09-2020 18:29:51.984,,,,0.04,,,,,104,,,
18-09-2020 18:29:52.034,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:52.084,,,,,,,770,,,,,
18-09-2020 18:29:52.131,,,,0.04,,,,,104,,,
18-09-2020 18:29:52.182,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:52.234,,,,,,,770,,,,,
18-09-2020 18:29:52.283,,,,0.04,,,,,104,,,
18-09-2020 18:29:52.333,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:52.380,,,,,,,770,,,,,
18-09-2020 18:29:52.429,,,,0.04,,,,,104,,,
18-09-2020 18:29:52.478,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:52.528,,,,,,,769,,,,,
18-09-2020 18:29:52.579,,,,0.04,,,,,104,,,
18-09-2020 18:29:52.624,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:52.673,,,,,,,770,,,,,
18-09-2020 18:29:52.721,,,,0.04,,,,,104,,,
18-09-2020 18:29:52.770,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:52.816,,,,,,,853,,,,,
18-09-2020 18:29:52.864,,,,0.04,,,,,104,,,
18-09-2020 18:29:52.909,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:52.955,,,,,,,1090,,,,,
18-09-2020 18:29:53.008,,,,0.04,,,,,104,,,
18-09-2020 18:29:53.058,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:53.106,,,,,,,1202,,,,,
18-09-2020 18:29:53.157,,,,0.05,,,,,105,,,
18-09-2020 18:29:53.208,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:53.259,,,,,,,1314,,,,,
18-09-2020 18:29:53.322,,,,0.06,,,,,106,,,
18-09-2020 18:29:53.369,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:53.416,,,,,,,1369,,,,,
18-09-2020 18:29:53.464,,,,0.07,,,,,107,,,
18-09-2020 18:29:53.509,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:53.558,,,,,,,1361,,,,,
18-09-2020 18:29:53.607,,,,0.09,,,,,109,,,
18-09-2020 18:29:53.656,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:53.703,,,,,,,1328,,,,,
18-09-2020 18:29:53.751,,,,0.11,,,,,111,,,
18-09-2020 18:29:53.800,,0,,,0,16.3745286021389,,0,,0,0,
18-09-2020 18:29:53.845,,,,,,,1280,,,,,
18-09-2020 18:29:53.893,,,,0.13,,,,,113,,,
18-09-2020 18:29:53.943,,0.0350283479804176,,,4.01758055555556E-05,16.3745687779444,,0.0688676604446161,,0.484411661788351,1,
18-09-2020 18:29:53.992,,,,,,,1231,,,,,
18-09-2020 18:29:54.039,,,,0.14,,,,,114,,,
18-09-2020 18:29:54.254,,0.102426014088757,,,0.000126299,16.3746549011389,,0.0530698191792757,,0.372606256312416,1,
18-09-2020 18:29:54.461,,,,,,,1198,,,,,
18-09-2020 18:29:54.669,,,,0.18,,,,,118,,,
18-09-2020 18:29:54.875,,0.825813347082756,,,0.0011606585,16.3756892606389,,1.25001596096531,,1.36707526632472,6,
18-09-2020 18:29:54.986,,,,,,,1180,,,,,
18-09-2020 18:29:55.034,,,,0.19,,,,,119,,,
18-09-2020 18:29:55.084,,1.10961505691609,,,0.00162376138888889,16.3761523635278,,2.17207473360319,,1.73065751183456,8,
18-09-2020 18:29:55.129,,,,,,,1185,,,,,
18-09-2020 18:29:55.174,,,,0.2,,,,,120,,,
18-09-2020 18:29:55.219,,1.3325991083445,,,0.00200023555555556,16.3765288376944,,3.188988544191,,1.95867294110568,10,
18-09-2020 18:29:55.264,,,,,,,1194,,,,,
18-09-2020 18:29:55.309,,,,0.2,,,,,120,,,
18-09-2020 18:29:55.357,,1.54842058189576,,,0.00238353722222222,16.3769121393611,,3.62462943869973,,2.26698726098247,10,
18-09-2020 18:29:55.401,,,,,,,1279,,,,,
18-09-2020 18:29:55.450,,,,0.21,,,,,121,,,
18-09-2020 18:29:55.493,,1.77458663596232,,,0.00279865094444444,16.3773272530833,,4.05263859295654,,2.24652494940287,11,
18-09-2020 18:29:55.562,,,,,,,1376,,,,,
18-09-2020 18:29:55.608,,,,0.21,,,,,121,,,
18-09-2020 18:29:55.651,,2.05152121419525,,,0.00332546061111111,16.37785406275,,4.04941183341014,,1.95873823880521,12,
18-09-2020 18:29:55.695,,,,,,,1447,,,,,
18-09-2020 18:29:55.739,,,,0.22,,,,,122,,,
18-09-2020 18:29:55.785,,2.27488666484977,,,0.00377222294444444,16.3783008250833,,2.39287463304927,,0.981759748191977,12,
18-09-2020 18:29:55.830,,,,,,,1523,,,,,
18-09-2020 18:29:55.879,,,,0.23,,,,,123,,,
18-09-2020 18:29:55.930,,2.52860473338882,,,0.0042945355,16.3788231376389,,3.5988148857028,,1.45515723439568,13,
18-09-2020 18:29:55.978,,,,,,,1578,,,,,
18-09-2020 18:29:56.022,,,,0.25,,,,,125,,,
18-09-2020 18:29:56.068,,2.78183393978473,,,0.00483126594444444,16.3793598680833,,4.02413779521985,,1.44969287386651,14,
18-09-2020 18:29:56.115,,,,,,,1677,,,,,
18-09-2020 18:29:56.159,,,,0.28,,,,,128,,,
18-09-2020 18:29:56.205,,3.04436473255136,,,0.00540331011111111,16.37993191225,,4.6123256151153,,1.50509719225323,15,
18-09-2020 18:29:56.249,,,,,,,1747,,,,,
18-09-2020 18:29:56.295,,,,0.31,,,,,131,,,
18-09-2020 18:29:56.341,,3.29282206679196,,,0.00596831719444444,16.3804969193333,,4.60148999534901,,1.49998476015484,15,
18-09-2020 18:29:56.387,,,,,,,1830,,,,,
18-09-2020 18:29:56.436,,,,0.36,,,,,136,,,
18-09-2020 18:29:56.482,,3.56161522692994,,,0.00659501808333333,16.3811236202222,,5.13997592939361,,1.51002156008783,16,
18-09-2020 18:29:56.528,,,,,,,1923,,,,,
18-09-2020 18:29:56.575,,,,0.41,,,,,141,,,
18-09-2020 18:29:56.623,,3.8408996495551,,,0.00726311477777778,16.3817917169167,,5.67489408501327,,1.50054953124933,17,
18-09-2020 18:29:56.669,,,,,,,2014,,,,,
18-09-2020 18:29:56.715,,,,0.46,,,,,146,,,
18-09-2020 18:29:56.761,,4.12226222487919,,,0.00795321127777778,16.3824818134167,,6.26731124311551,,1.49783625570174,18,
18-09-2020 18:29:56.807,,,,,,,2079,,,,,
18-09-2020 18:29:56.848,,,,0.51,,,,,151,,,
18-09-2020 18:29:56.895,,4.4030257448127,,,0.00865829230555556,16.3831868944444,,8.27541539657843,,2.00578045870394,19,
18-09-2020 18:29:56.941,,,,,,,2117,,,,,
18-09-2020 18:29:56.985,,,,0.53,,,,,153,,,
18-09-2020 18:29:57.031,,4.67901676613147,,,0.00937833266666667,16.3839069348055,,6.96127953735026,,1.51628155844389,19,
18-09-2020 18:29:57.078,,,,,,,2124,,,,,
18-09-2020 18:29:57.123,,,,0.51,,,,,151,,,
18-09-2020 18:29:57.170,,4.94904177242812,,,0.0101101862777778,16.3846387884167,,5.6191842340432,,1.01636812072762,19,
18-09-2020 18:29:57.217,,,,,,,2061,,,,,
18-09-2020 18:29:57.265,,,,0.44,,,,,144,,,
18-09-2020 18:29:57.309,,5.20897833071448,,,0.0108417723055556,16.3853703744444,,4.25275198005952,,0.507389478292802,19,
18-09-2020 18:29:57.354,,,,,,,1901,,,,,
18-09-2020 18:29:57.486,,,,0.4,,,,,140,,,
18-09-2020 18:29:57.535,,5.61318240411535,,,0.0120358331111111,16.38656443525,,2.89058608414961,,0,19,
18-09-2020 18:29:57.604,,,,,,,1594,,,,,
18-09-2020 18:29:57.654,,,,0.35,,,,,135,,,
18-09-2020 18:29:57.701,,5.89526033371962,,,0.01291275225,16.3874413543889,,2.89058608414961,,0,19,
18-09-2020 18:29:57.747,,,,,,,1434,,,,,
18-09-2020 18:29:57.793,,,,0.32,,,,,132,,,
18-09-2020 18:29:57.838,,6.11902623902076,,,0.0136357143888889,16.3881643165278,,2.89058608414961,,0,19,
18-09-2020 18:29:57.884,,,,,,,1306,,,,,
18-09-2020 18:29:57.931,,,,0.3,,,,,130,,,
18-09-2020 18:29:57.976,,6.33750119934579,,,0.01436623325,16.3888948353889,,2.89058608414961,,0,19,
18-09-2020 18:29:58.024,,,,,,,1075,,,,,
18-09-2020 18:29:58.072,,,,0.29,,,,,129,,,
18-09-2020 18:29:58.126,,6.56496454327608,,,0.0151540814444444,16.3896826835833,,2.89058608414961,,0,19,
18-09-2020 18:29:58.344,,,,,,,1194,,,,,
18-09-2020 18:29:58.547,,,,0.27,,,,,127,,,
18-09-2020 18:29:58.748,,7.57065332684945,,,0.0187842551944444,16.3933128573333,,5.47726592926208,,0.530594126299676,21,
18-09-2020 18:29:58.953,,,,,,,1325,,,,,
18-09-2020 18:29:59.039,,,,0.33,,,,,133,,,
18-09-2020 18:29:59.086,,8.13328952337578,,,0.0209439954444444,16.3954725975833,,8.02113062506504,,0.890379383977668,23,
18-09-2020 18:29:59.132,,,,,,,1430,,,,,
18-09-2020 18:29:59.178,,,,0.37,,,,,137,,,
18-09-2020 18:29:59.225,,8.36839392853289,,,0.0218735214444444,16.3964021235833,,9.59685974909317,,1.11201896339283,24,
18-09-2020 18:29:59.271,,,,,,,1486,,,,,
18-09-2020 18:29:59.318,,,,0.42,,,,,142,,,
18-09-2020 18:29:59.366,,8.61400685206101,,,0.0228530075555556,16.3973816096944,,11.3298823207695,,1.34327604771435,25,
18-09-2020 18:29:59.406,,,,,,,1545,,,,,
18-09-2020 18:29:59.454,,,,0.47,,,,,147,,,
18-09-2020 18:29:59.499,,8.86561663175721,,,0.0238468715555556,16.3983754736944,,16.7596791645909,,2.21876745337948,27,
18-09-2020 18:29:59.544,,,,,,,1604,,,,,
18-09-2020 18:29:59.589,,,,0.53,,,,,153,,,
18-09-2020 18:29:59.635,,9.11977155071925,,,0.0248791948055556,16.3994077969444,,16.0091913322046,,2.02204907011625,27,
18-09-2020 18:29:59.685,,,,,,,1663,,,,,
18-09-2020 18:29:59.734,,,,0.58,,,,,158,,,
18-09-2020 18:29:59.804,,9.45668038278941,,,0.0262430414444444,16.4007716435833,,20.1076798024726,,2.39880787308702,29,
18-09-2020 18:29:59.853,,,,,,,1738,,,,,
18-09-2020 18:29:59.899,,,,0.66,,,,,166,,,
18-09-2020 18:29:59.948,,9.74526942500773,,,0.0274292156111111,16.40195781775,,21.4960133150509,,2.386784728114,30,
18-09-2020 18:29:59.997,,,,,,,1800,,,,,
18-09-2020 18:30:00.043,,,,0.72,,,,,172,,,
18-09-2020 18:30:00.092,,10.0470642120085,,,0.0286859711111111,16.40321457325,,20.7626469551845,,1.87383790428919,31,
18-09-2020 18:30:00.140,,,,,,,1859,,,,,
18-09-2020 18:30:00.189,,,,0.79,,,,,179,,,
18-09-2020 18:30:00.236,,10.3480983098417,,,0.0299562484444444,16.4044848505833,,24.26323869814,,2.31201457982289,32,
18-09-2020 18:30:00.283,,,,,,,1914,,,,,
18-09-2020 18:30:00.329,,,,0.85,,,,,185,,,
18-09-2020 18:30:00.374,,10.6438822056294,,,0.0312201631111111,16.40574876525,,24.2366618192997,,1.9498370111744,33,
18-09-2020 18:30:00.421,,,,,,,1967,,,,,
18-09-2020 18:30:00.440,,,,0.91,,,,,191,,,
18-09-2020 18:30:00.487,,10.8899033011684,,,0.0322818272777778,16.4068104294167,,26.476729279883,,2.06340752273813,34,
18-09-2020 18:30:00.533,,,,,,,2014,,,,,
18-09-2020 18:30:00.579,,,,0.96,,,,,196,,,
18-09-2020 18:30:00.625,,11.2006167917156,,,0.0336364011666667,16.4081650033055,,28.3731501728023,,2.08361631447404,35,
18-09-2020 18:30:00.688,,,,,,,2011,,,,,
18-09-2020 18:30:00.736,,,,0.98,,,,,198,,,
18-09-2020 18:30:00.781,,11.5343038553068,,,0.0351310606111111,16.40965966275,,25.6376056154941,,1.53046900549267,35,
18-09-2020 18:30:00.825,,,,,,,2009,,,,,
18-09-2020 18:30:00.869,,,,0.7,,,,,170,,,
18-09-2020 18:30:00.918,,11.8242574590074,,,0.0364647842222222,16.4109933863611,,23.1235368394348,,1.02210573487583,35,
18-09-2020 18:30:00.963,,,,,,,1909,,,,,
18-09-2020 18:30:01.010,,,,0.51,,,,,151,,,
18-09-2020 18:30:01.055,,12.1066599805304,,,0.0377962435277778,16.4123248456667,,20.4873511182089,,0.489049516224394,35,
18-09-2020 18:30:01.100,,,,,,,1731,,,,,
18-09-2020 18:30:01.146,,,,0.46,,,,,146,,,
18-09-2020 18:30:01.194,,12.3868629154663,,,0.0391501835277778,16.4136787856667,,18.0687969272368,,0,35,
18-09-2020 18:30:01.238,,,,,,,1548,,,,,
18-09-2020 18:30:01.281,,,,0.42,,,,,142,,,
18-09-2020 18:30:01.327,,12.6485302048627,,,0.0404452486666667,16.4149738508055,,18.0687969272368,,0,35,
18-09-2020 18:30:01.373,,,,,,,1485,,,,,
18-09-2020 18:30:01.420,,,,0.39,,,,,139,,,
18-09-2020 18:30:01.463,,12.909776495376,,,0.0417688251944444,16.4162974273333,,18.0687969272368,,0,35,
18-09-2020 18:30:01.510,,,,,,,1345,,,,,
18-09-2020 18:30:01.555,,,,0.38,,,,,138,,,
18-09-2020 18:30:01.602,,13.1701141117709,,,0.043119307,16.4176479091389,,18.0687969272368,,0,35,
18-09-2020 18:30:01.649,,,,,,,1346,,,,,
18-09-2020 18:30:01.695,,,,0.39,,,,,139,,,
18-09-2020 18:30:01.739,,13.4328568515891,,,0.044491576,16.4190201781389,,22.2530069202686,,0.509323637767073,36,
18-09-2020 18:30:01.788,,,,,,,1362,,,,,
18-09-2020 18:30:01.856,,,,0.42,,,,,142,,,
18-09-2020 18:30:01.903,,13.7388152158328,,,0.046130397,16.4206589991389,,22.1166349230354,,0.482514196966966,36,
18-09-2020 18:30:01.967,,,,,,,1358,,,,,
18-09-2020 18:30:02.014,,,,0.45,,,,,145,,,
18-09-2020 18:30:02.063,,14.0429442206045,,,0.0477762073611111,16.4223048095,,26.1858973370798,,0.925632808869784,37,
18-09-2020 18:30:02.111,,,,,,,1391,,,,,
18-09-2020 18:30:02.157,,,,0.45,,,,,145,,,
18-09-2020 18:30:02.204,,14.3033956848874,,,0.04922073875,16.4237493408889,,26.1734963380227,,0.923260779808213,37,
18-09-2020 18:30:02.423,,,,,,,1407,,,,,
18-09-2020 18:30:02.624,,,,0.49,,,,,149,,,
18-09-2020 18:30:02.828,,15.4896451886351,,,0.0559924225,16.4305210246389,,29.2164279779472,,0.765367687688592,39,
18-09-2020 18:30:03.031,,,,,,,1537,,,,,
18-09-2020 18:30:03.133,,,,0.77,,,,,177,,,
18-09-2020 18:30:03.180,,16.1860685061091,,,0.060088315,16.4346169171389,,38.9666778267098,,1.30487740207052,42,
18-09-2020 18:30:03.246,,,,,,,1604,,,,,
18-09-2020 18:30:03.292,,,,0.87,,,,,187,,,
18-09-2020 18:30:03.335,,16.4922870006134,,,0.0619323831388889,16.4364609852778,,41.4733525991136,,1.3112257524528,43,
18-09-2020 18:30:03.380,,,,,,,1653,,,,,
18-09-2020 18:30:03.427,,,,0.96,,,,,196,,,
18-09-2020 18:30:03.471,,16.7682582380937,,,0.06360685325,16.4381354553889,,45.4358406300359,,1.53395973411797,44,
18-09-2020 18:30:03.520,,,,,,,1691,,,,,
18-09-2020 18:30:03.625,,,,1.08,,,,,208,,,
18-09-2020 18:30:03.672,,17.1773445314401,,,0.066116687,16.4406452891389,,50.9589786911266,,1.97474389447695,45,
18-09-2020 18:30:03.719,,,,,,,1756,,,,,
18-09-2020 18:30:03.764,,,,1.28,,,,,228,,,
18-09-2020 18:30:03.813,,17.4773815444272,,,0.0679552578055555,16.4424838599444,,58.3264515625374,,2.1943053913118,47,
18-09-2020 18:30:03.859,,,,,,,1808,,,,,
18-09-2020 18:30:03.906,,,,1.43,,,,,243,,,
18-09-2020 18:30:03.954,,17.7810980267715,,,0.0698310138055556,16.4443596159444,,61.8195424151566,,2.24301805005074,48,
18-09-2020 18:30:04.000,,,,,,,1859,,,,,
18-09-2020 18:30:04.019,,,,1.55,,,,,255,,,
18-09-2020 18:30:04.066,,18.0265020786401,,,0.0713556937222222,16.4458842958611,,65.7654856572288,,2.3376194614712,49,
18-09-2020 18:30:04.112,,,,,,,1899,,,,,
18-09-2020 18:30:04.156,,,,1.55,,,,,255,,,
18-09-2020 18:30:04.202,,18.3394258913638,,,0.0732898899722222,16.4478184921111,,78.5714314504775,,3.14568385436868,51,
18-09-2020 18:30:04.246,,,,,,,1949,,,,,
18-09-2020 18:30:04.293,,,,1.55,,,,,255,,,
18-09-2020 18:30:04.342,,18.6646727991028,,,0.0753174494166667,16.4498460515555,,78.5347464624684,,2.62380701005248,52,
18-09-2020 18:30:04.388,,,,,,,2009,,,,,
18-09-2020 18:30:04.436,,,,1.55,,,,,255,,,
18-09-2020 18:30:04.480,,18.9872092790457,,,0.0773455488888889,16.4518741510278,,82.49282775232,,2.63749971778753,53,
18-09-2020 18:30:04.529,,,,,,,2069,,,,,
18-09-2020 18:30:04.577,,,,1.55,,,,,255,,,
18-09-2020 18:30:04.623,,19.3452181423705,,,0.0795736084444444,16.4541022105833,,101.587495916966,,3.48525958253202,56,
18-09-2020 18:30:04.672,,,,,,,2125,,,,,
18-09-2020 18:30:04.719,,,,1.55,,,,,255,,,
18-09-2020 18:30:04.765,,19.7015423444311,,,0.0818135041944444,16.4563421063333,,101.904091752125,,2.9623004609221,57,
18-09-2020 18:30:04.812,,,,,,,2187,,,,,
18-09-2020 18:30:04.857,,,,1.55,,,,,255,,,
18-09-2020 18:30:04.904,,20.064726882036,,,0.0840988905,16.4586274926389,,115.400132467077,,3.46033904718358,59,
18-09-2020 18:30:04.951,,,,,,,2240,,,,,
18-09-2020 18:30:04.998,,,,1.55,,,,,255,,,
18-09-2020 18:30:05.045,,20.4341795669733,,,0.0864471605,16.4609757626389,,120.216188327904,,3.44277725496746,60,
18-09-2020 18:30:05.092,,,,,,,2291,,,,,
18-09-2020 18:30:05.139,,,,1.55,,,,,255,,,
18-09-2020 18:30:05.184,,20.8006659566963,,,0.0887998745833333,16.4633284767222,,117.018648733811,,2.47844683152581,61,
18-09-2020 18:30:05.231,,,,,,,2350,,,,,
18-09-2020 18:30:05.281,,,,1.55,,,,,255,,,
18-09-2020 18:30:05.324,,21.1819915437607,,,0.0912523508333333,16.4657809529722,,131.896536489933,,2.9791116015126,63,
18-09-2020 18:30:05.373,,,,,,,2413,,,,,
18-09-2020 18:30:05.423,,,,1.55,,,,,255,,,
18-09-2020 18:30:05.468,,21.5834700941194,,,0.0938417468055555,16.4683703489444,,142.895367705037,,2.95723197882054,65,
18-09-2020 18:30:05.515,,,,,,,2470,,,,,
18-09-2020 18:30:05.566,,,,1.55,,,,,255,,,
18-09-2020 18:30:05.612,,22.0004992742919,,,0.0965414206111111,16.47107002275,,159.225049867282,,3.43031540652462,67,
18-09-2020 18:30:05.661,,,,,,,2526,,,,,
18-09-2020 18:30:05.706,,,,1.55,,,,,255,,,
18-09-2020 18:30:05.757,,22.4201102883841,,,0.0992884978333333,16.4738170999722,,165.12604473328,,3.39448962219175,68,
18-09-2020 18:30:05.810,,,,,,,2590,,,,,
18-09-2020 18:30:05.860,,,,1.55,,,,,255,,,
18-09-2020 18:30:05.908,,22.8671316242576,,,0.102228589222222,16.4767571913611,,177.494612868113,,3.33078404638949,70,
18-09-2020 18:30:05.958,,,,,,,2646,,,,,
18-09-2020 18:30:06.007,,,,1.55,,,,,255,,,
18-09-2020 18:30:06.079,,23.3733394650978,,,0.105602241,16.4801308431389,,178.187519990581,,2.72655936019649,71,
18-09-2020 18:30:06.127,,,,,,,2714,,,,,
18-09-2020 18:30:06.176,,,,1.55,,,,,255,,,
18-09-2020 18:30:06.225,,23.8142669669219,,,0.108558927555556,16.4830875296944,,191.984314503502,,2.71854077430566,73,
18-09-2020 18:30:06.276,,,,,,,2771,,,,,
18-09-2020 18:30:06.324,,,,1.55,,,,,255,,,
18-09-2020 18:30:06.536,,24.7663947669137,,,0.115039287972222,16.4895678901111,,204.216289710701,,2.49361534726486,75,
18-09-2020 18:30:06.740,,,,,,,2916,,,,,
18-09-2020 18:30:06.941,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.151,,26.7652967815201,,,0.128906296722222,16.5034348988611,,252.101150362533,,2.45835539260324,81,
18-09-2020 18:30:07.234,,,,,,,3152,,,,,
18-09-2020 18:30:07.284,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.335,,27.3707693305037,,,0.133207232972222,16.5077358351111,,296.01177317996,,3.09744789674482,85,
18-09-2020 18:30:07.385,,,,,,,3201,,,,,
18-09-2020 18:30:07.434,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.482,,27.8574133483071,,,0.136710371305556,16.5112389734444,,302.955323445643,,2.87225234375349,86,
18-09-2020 18:30:07.531,,,,,,,3255,,,,,
18-09-2020 18:30:07.581,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.630,,28.3599637786179,,,0.140349408416667,16.5148780105555,,328.251965635462,,3.3021400987092,88,
18-09-2020 18:30:07.679,,,,,,,3305,,,,,
18-09-2020 18:30:07.732,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.779,,28.8630110713631,,,0.144033763666667,16.5185623658055,,341.570534120654,,3.53669563096604,89,
18-09-2020 18:30:07.826,,,,,,,3367,,,,,
18-09-2020 18:30:07.879,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.925,,29.3599414284428,,,0.147694741694444,16.5222233438333,,353.862207898034,,2.82196218028862,91,
18-09-2020 18:30:07.972,,,,,,,3419,,,,,
18-09-2020 18:30:08.023,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.068,,29.8490018394719,,,0.151336508027778,16.5258651101667,,365.158340184292,,2.84598999156392,92,
18-09-2020 18:30:08.116,,,,,,,3466,,,,,
18-09-2020 18:30:08.160,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.205,,30.3198289056169,,,0.154878392361111,16.5294069945,,370.731142562542,,2.4162552508851,93,
18-09-2020 18:30:08.252,,,,,,,3514,,,,,
18-09-2020 18:30:08.294,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.363,,30.8617348471242,,,0.158999605638889,16.5335282077778,,381.650109093494,,2.38047138970472,94,
18-09-2020 18:30:08.409,,,,,,,3574,,,,,
18-09-2020 18:30:08.455,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.502,,31.3529608832287,,,0.162757789638889,16.5372863917778,,405.498011623006,,2.40656385864368,96,
18-09-2020 18:30:08.553,,,,,,,3618,,,,,
18-09-2020 18:30:08.600,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.646,,31.8497109444111,,,0.166597138555556,16.5411257406944,,417.545586605212,,2.40175224157938,97,
18-09-2020 18:30:08.694,,,,,,,3659,,,,,
18-09-2020 18:30:08.763,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.808,,32.4209315063629,,,0.171040022055556,16.5455686241944,,447.579416923234,,2.76417939723309,99,
18-09-2020 18:30:08.856,,,,,,,3714,,,,,
18-09-2020 18:30:08.903,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.948,,32.9152740410514,,,0.1749275665,16.5494561686389,,461.679372920506,,2.84857580609995,100,
18-09-2020 18:30:08.994,,,,,,,3761,,,,,
18-09-2020 18:30:09.039,,,,1.55,,,,,255,,,
18-09-2020 18:30:09.084,,33.3979725399792,,,0.178760235944444,16.5532888380833,,468.258639138605,,2.38659401645368,101,
18-09-2020 18:30:09.132,,,,,,,3807,,,,,
18-09-2020 18:30:09.186,,,,1.55,,,,,255,,,
18-09-2020 18:30:09.230,,33.9144206108012,,,0.182901447277778,16.5574300494167,,481.48306394754,,2.37702431431548,102,
18-09-2020 18:30:09.353,,,,,,,3848,,,,,
18-09-2020 18:30:09.402,,,,1.55,,,,,255,,,
18-09-2020 18:30:09.447,,34.6898536294275,,,0.189176449055556,16.5637050511944,,505.96157719989,,2.17152866723592,104,
18-09-2020 18:30:09.495,,,,,,,3910,,,,,
18-09-2020 18:30:09.541,,,,1.54,,,,,254,,,
18-09-2020 18:30:09.588,,35.1955825258922,,,0.1933052845,16.5678338866389,,540.933727293719,,2.60418090828101,106,
18-09-2020 18:30:09.647,,,,,,,3954,,,,,
18-09-2020 18:30:09.696,,,,1.52,,,,,252,,,
18-09-2020 18:30:09.743,,35.7453813717343,,,0.197861355888889,16.5723899580278,,533.533273208274,,2.11007783131805,106,
18-09-2020 18:30:09.788,,,,,,,4005,,,,,
18-09-2020 18:30:09.836,,,,1.51,,,,,251,,,
18-09-2020 18:30:09.885,,36.2515984738694,,,0.202099224638889,16.5766278267778,,548.351781381222,,2.12200809802428,107,
18-09-2020 18:30:09.930,,,,,,,4039,,,,,
18-09-2020 18:30:09.976,,,,1.48,,,,,248,,,
18-09-2020 18:30:10.020,,36.739159952975,,,0.206199335333333,16.5807279374722,,583.094319368278,,2.42384290441998,109,
18-09-2020 18:30:10.069,,,,,,,4074,,,,,
18-09-2020 18:30:10.116,,,,1.47,,,,,247,,,
18-09-2020 18:30:10.164,,37.2483448959343,,,0.210540720555556,16.5850693226944,,568.038213653712,,1.44626536967902,109,
18-09-2020 18:30:10.210,,,,,,,4119,,,,,
18-09-2020 18:30:10.256,,,,1.44,,,,,244,,,
18-09-2020 18:30:10.302,,37.7478359177732,,,0.214818931888889,16.5893475340278,,615.318969884031,,2.48397073810932,111,
