Device time,"Ambient air temperature (℃)","Barometric pressure (kPa)","Fuel level input (L)","Instant engine power (based on acceleration) (kW)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
16-08-2020 20:45:31.221,,,,0,0,0,
16-08-2020 20:45:31.368,,,,0,0,0,
16-08-2020 20:45:31.516,,,,0,0,0,
16-08-2020 20:45:31.646,,,,0,0,0,
16-08-2020 20:45:31.796,,,,0,0,0,
16-08-2020 20:45:32.020,,,,0,0,0,
16-08-2020 20:45:32.242,,,,0,0,0,
16-08-2020 20:45:32.472,,,,0,0,0,
16-08-2020 20:45:32.696,,,,0,0,0,
16-08-2020 20:45:32.919,,,,0,0,0,
16-08-2020 20:45:33.151,,,,0,0,0,
16-08-2020 20:45:33.377,,,,0,0,0,
16-08-2020 20:45:33.532,,,,0,0,0,
16-08-2020 20:45:33.671,,,,0,0,0,
16-08-2020 20:45:33.804,,,,0,0,0,
16-08-2020 20:45:33.949,,,,0,0,0,
16-08-2020 20:45:34.078,,,,0,0,0,
16-08-2020 20:45:34.226,,,,0,0,0,
16-08-2020 20:45:34.375,,,,0,0,0,
16-08-2020 20:45:34.503,,,,0,0,0,
16-08-2020 20:45:34.656,,,,0,0,0,
16-08-2020 20:45:34.812,,,,0,0,0,
16-08-2020 20:45:34.975,,,,0,0,0,
16-08-2020 20:45:35.112,,,,0,0,0,
16-08-2020 20:45:35.244,,,,0,0,0,
16-08-2020 20:45:35.366,,,,0,0,0,
16-08-2020 20:45:35.514,,,,0,0,0,
16-08-2020 20:45:35.674,,,,0,0,0,
16-08-2020 20:45:35.821,,,,0,0,0,
16-08-2020 20:45:35.976,,,,0,0,0,
16-08-2020 20:45:36.202,,,,0,0,0,
16-08-2020 20:45:36.501,,,,0,0,0,
16-08-2020 20:45:36.800,,,,0,0,0,
16-08-2020 20:45:37.033,,,,0,0,0,
16-08-2020 20:45:37.258,,,,0,0,0,
16-08-2020 20:45:37.450,,,,0,0,0,
16-08-2020 20:45:37.620,,,,0,0,0,
16-08-2020 20:45:37.762,,,,0,0,0,
16-08-2020 20:45:37.895,,,,0,0,0,
16-08-2020 20:45:38.043,,,,0,0,0,
16-08-2020 20:45:38.166,,,,0,0,0,
16-08-2020 20:45:38.330,,,,0,0,0,
16-08-2020 20:45:38.474,,,,0,0,0,
16-08-2020 20:45:38.622,,,,0,0,0,
16-08-2020 20:45:38.756,,,,0,0,0,
16-08-2020 20:45:38.908,,,,0,0,0,
16-08-2020 20:45:39.052,,,,0,0,0,
16-08-2020 20:45:39.183,,,,0,0,0,
16-08-2020 20:45:39.337,,,,0,0,0,
16-08-2020 20:45:39.494,,,,0,0,0,
16-08-2020 20:45:39.645,,,,0,0,0,
16-08-2020 20:45:39.795,,,,0,0,0,
16-08-2020 20:45:39.933,,,,0,0,0,
16-08-2020 20:45:40.080,,,,0,0,0,
16-08-2020 20:45:40.311,,,,0,0,0,
16-08-2020 20:45:40.536,,,,0,0,0,
16-08-2020 20:45:40.761,,,,0,0,0,
16-08-2020 20:45:40.980,,,,0,0,0,
16-08-2020 20:45:41.214,,,,0,0,0,
16-08-2020 20:45:41.437,,,,0,0,0,
16-08-2020 20:45:41.630,,,,0,0,0,
16-08-2020 20:45:41.778,,,,0,0,0,
16-08-2020 20:45:41.905,,,,0,0,0,
16-08-2020 20:45:42.047,,,,0,0,0,
16-08-2020 20:45:42.196,,,,0,0,0,
16-08-2020 20:45:42.328,,,,0,0,0,
16-08-2020 20:45:42.480,,,,0,0,0,
16-08-2020 20:45:42.622,,,,0,0,0,
16-08-2020 20:45:42.762,,,,0,0,0,
16-08-2020 20:45:42.906,,,,0,0,0,
16-08-2020 20:45:43.049,,,,0,0,0,
16-08-2020 20:45:43.180,,,,0,0,0,
16-08-2020 20:45:43.320,,,,0,0,0,
16-08-2020 20:45:43.450,,,,0,0,0,
16-08-2020 20:45:43.593,,,,0,0,0,
16-08-2020 20:45:43.725,,,,0,0,0,
16-08-2020 20:45:43.846,,,,0,0,0,
16-08-2020 20:45:44.003,,,,0,0,0,
16-08-2020 20:45:44.181,,,,0,0,0,
16-08-2020 20:45:44.416,,,,0,0,0,
16-08-2020 20:45:44.637,,,,0,0,0,
16-08-2020 20:45:44.858,,,,0,0,0,
16-08-2020 20:45:45.082,,,,0,0,0,
16-08-2020 20:45:45.318,,,,0,0,0,
16-08-2020 20:45:45.540,,,,0,0,0,
16-08-2020 20:45:45.730,,,,0,0,0,
16-08-2020 20:45:45.881,,,,0,0,0,
16-08-2020 20:45:46.007,,,,0,0,0,
16-08-2020 20:45:46.150,,,,0,0,0,
16-08-2020 20:45:46.288,,,,0,0,0,
16-08-2020 20:45:46.436,,,,0,0,0,
16-08-2020 20:45:46.587,,,,0,0,0,
16-08-2020 20:45:46.732,,,,0,0,0,
16-08-2020 20:45:46.862,,,,0,0,0,
16-08-2020 20:45:47.014,,,,0,0,0,
16-08-2020 20:45:47.161,,,,0,0,0,
16-08-2020 20:45:47.291,,,,0,0,0,
16-08-2020 20:45:47.442,,,,0,0,0,
16-08-2020 20:45:47.587,,,,0,0,0,
16-08-2020 20:45:47.724,,,,0,0,0,
16-08-2020 20:45:47.867,,,,0,0,0,
16-08-2020 20:45:48.013,,,,0,0,0,
16-08-2020 20:45:48.142,,,,0,0,0,
16-08-2020 20:45:48.284,,,,0,0,0,
16-08-2020 20:45:48.516,,,,0,0,0,
16-08-2020 20:45:48.738,,,,0,0,0,
16-08-2020 20:45:48.960,,,,0,0,0,
16-08-2020 20:45:49.183,,,,0,0,0,
16-08-2020 20:45:49.414,,,,0,0,0,
16-08-2020 20:45:49.637,,,,0,0,0,
16-08-2020 20:45:49.835,,,,0,0,0,
16-08-2020 20:45:49.986,,,,0,0,0,
16-08-2020 20:45:50.108,,,,0,0,0,
16-08-2020 20:45:50.262,,,,0,0,0,
16-08-2020 20:45:50.421,,,,0,0,0,
16-08-2020 20:45:50.560,,,,0,0,0,
16-08-2020 20:45:50.696,,,,0,0,0,
16-08-2020 20:45:50.837,,,,0,0,0,
16-08-2020 20:45:50.971,,,,0,0,0,
16-08-2020 20:45:51.115,,,,0,0,0,
