Device time,"Average speed (km/h)","Calculated boost (bar)","Distance travelled (km)","Distance travelled (total) (km)","Engine RPM (rpm)","Intake manifold absolute pressure (kPa)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
26-09-2020 16:09:19.058,,,,,3090,,,,
26-09-2020 16:09:19.262,19.0568005981733,,0.0843056226111111,0.0843056226111111,,,3.53533344823167,53,
26-09-2020 16:09:19.447,,1.28675,,,,230,,,
26-09-2020 16:09:19.585,,,,,3592,,,,
26-09-2020 16:09:19.714,20.1598114842988,,0.0917180171388889,0.0917180171388889,,,3.85726930945159,59,
26-09-2020 16:09:19.845,,1.31675,,,,233,,,
26-09-2020 16:09:19.975,,,,,3929,,,,
26-09-2020 16:09:20.103,21.155033721411,,0.0985349023888889,0.0985349023888889,,,4.01081774844151,63,
26-09-2020 16:09:20.234,,1.33675,,,,235,,,
26-09-2020 16:09:20.365,,,,,4092,,,,
26-09-2020 16:09:20.496,22.204489700606,,0.105846041027778,0.105846041027778,,,3.9026885933935,67,
26-09-2020 16:09:20.627,,1.33675,,,,235,,,
26-09-2020 16:09:20.761,,,,,4396,,,,
26-09-2020 16:09:20.905,23.3394296366832,,0.1139055015,0.1139055015,,,3.042901379688,71,
26-09-2020 16:09:21.035,,1.29675,,,,231,,,
26-09-2020 16:09:21.167,,,,,4652,,,,
26-09-2020 16:09:21.300,24.4979314173963,,0.1222488955,0.1222488955,,,2.97735439658148,76,
26-09-2020 16:09:21.431,,1.26675,,,,228,,,
26-09-2020 16:09:21.563,,,,,4846,,,,
26-09-2020 16:09:21.695,25.6700452989033,,0.130913317055556,0.130913317055556,,,2.79279007170949,79,
26-09-2020 16:09:21.825,,1.00675,,,,202,,,
26-09-2020 16:09:21.960,,,,,4858,,,,
26-09-2020 16:09:22.098,26.838696866033,,0.139882148166667,0.139882148166667,,,2.25344779766491,80,
26-09-2020 16:09:22.230,,0.41675,,,,143,,,
26-09-2020 16:09:22.366,,,,,4340,,,,
26-09-2020 16:09:22.500,27.9948885417805,,0.149031926833333,0.149031926833333,,,1.91542636192804,82,
26-09-2020 16:09:22.633,,0.58675,,,,160,,,
26-09-2020 16:09:22.815,,,,,3390,,,,
26-09-2020 16:09:23.087,29.6886459276221,,0.162888466277778,0.162888466277778,,,1.39882951541468,85,
26-09-2020 16:09:23.295,,1.17675,,,,219,,,
26-09-2020 16:09:23.565,,,,,3583,,,,
