Device time,"Average speed (km/h)","Calculated boost (bar)","Distance travelled (km)","Distance travelled (total) (km)","Engine RPM (rpm)","Intake manifold absolute pressure (kPa)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
26-09-2020 16:08:35.009,,,,,888,,,,
26-09-2020 16:08:35.211,,,,,,,,14,
26-09-2020 16:08:35.412,,-0.04325,,,,97,,,
26-09-2020 16:08:35.543,,,,,884,,,,
26-09-2020 16:08:35.671,,,0.00178801311111111,0.00178801311111111,,,,14,
26-09-2020 16:08:35.804,,-0.04325,,,,97,,,
26-09-2020 16:08:35.935,,,,,883,,,,
26-09-2020 16:08:36.064,30.3716070325586,,0.00331768383333333,0.00331768383333333,,,0.572668961380481,14,
26-09-2020 16:08:36.191,,-0.04325,,,,97,,,
26-09-2020 16:08:36.324,,,,,944,,,,
26-09-2020 16:08:36.453,22.7288346557831,,0.00493797633333333,0.00493797633333333,,,,15,
26-09-2020 16:08:36.582,,-0.03325,,,,98,,,
26-09-2020 16:08:36.710,,,,,1018,,,,
26-09-2020 16:08:36.841,20.4949173590954,,0.00666550788888889,0.00666550788888889,,,0.340679180467069,16,
26-09-2020 16:08:36.972,,-0.02325,,,,99,,,
26-09-2020 16:08:37.118,,,,,1134,,,,
26-09-2020 16:08:37.247,19.8524602848136,,0.00869518238888889,0.00869518238888889,,,0.704682110183827,18,
26-09-2020 16:08:37.376,,-0.01325,,,,100,,,
26-09-2020 16:08:37.509,,,,,1249,,,,
26-09-2020 16:08:37.638,19.8817737999944,,0.0108691812777778,0.0108691812777778,,,1.05848291708069,20,
26-09-2020 16:08:37.770,,0.00674999999999997,,,,102,,,
26-09-2020 16:08:37.901,,,,,1380,,,,
26-09-2020 16:08:38.035,20.2368518072007,,0.0132912376666667,0.0132912376666667,,,1.22905012945023,22,
26-09-2020 16:08:38.165,,0.02675,,,,104,,,
26-09-2020 16:08:38.314,,,,,1503,,,,
26-09-2020 16:08:38.445,20.7932717206536,,0.0160263483333333,0.0160263483333333,,,1.38566764463625,24,
26-09-2020 16:08:38.578,,0.06675,,,,108,,,
26-09-2020 16:08:38.768,,,,,1636,,,,
26-09-2020 16:08:38.973,21.785532363161,,0.0199866513333333,0.0199866513333333,,,1.44862579011672,27,
26-09-2020 16:08:39.175,,0.17675,,,,119,,,
26-09-2020 16:08:39.444,,,,,1887,,,,
26-09-2020 16:08:39.641,23.3367363424492,,0.0257435278611111,0.0257435278611111,,,1.52546517257615,31,
26-09-2020 16:08:39.772,,0.35675,,,,137,,,
26-09-2020 16:08:39.901,,,,,2124,,,,
26-09-2020 16:08:40.032,24.2912786812782,,0.02943096575,0.02943096575,,,1.66892881623063,34,
26-09-2020 16:08:40.165,,0.55675,,,,157,,,
26-09-2020 16:08:40.297,,,,,2349,,,,
26-09-2020 16:08:40.428,25.4326260824576,,0.0336122588055556,0.0336122588055556,,,1.96095193391937,38,
26-09-2020 16:08:40.557,,0.87675,,,,189,,,
26-09-2020 16:08:40.688,,,,,2642,,,,
26-09-2020 16:08:40.816,26.7574064409042,,0.0382474031944444,0.0382474031944444,,,2.41119518406199,43,
26-09-2020 16:08:40.947,,1.22675,,,,224,,,
26-09-2020 16:08:41.081,,,,,3043,,,,
26-09-2020 16:08:41.215,28.3563322489556,,0.0436724545277778,0.0436724545277778,,,3.17793465899395,49,
26-09-2020 16:08:41.344,,1.24675,,,,226,,,
26-09-2020 16:08:41.477,,,,,3363,,,,
26-09-2020 16:08:41.606,30.111469567613,,0.0496461114722222,0.0496461114722222,,,3.70697525646973,55,
26-09-2020 16:08:41.736,,1.33675,,,,235,,,
26-09-2020 16:08:41.868,,,,,3698,,,,
